Year	Mo	Da	Ho	Lat	Lon	H	Mw	MwUnc	McModel2
1910	8	31	18	42	17	0	4.63	0.46	0
1910	9	6	3	44.548	9.392	0	4.13	0.26	1
1910	9	15	16	47.32	10.84	0	4.16	0.46	1
1910	10	3	11	40.177	16.248	0	4.62	0.22	1
1910	11	18	2	38.495	15.395	0	4.16	0.46	0
1910	12	12	6	38.608	16.068	0	3.70	0.46	0
1910	12	22	12	42.708	13.281	0	4.30	0.41	1
1910	12	22	17	42.68	13.184	0	3.93	0.46	0
1910	12	26	16	42.68	13.184	0	4.56	0.27	1
1910	12	29	5	41.489	13.822	0	3.70	0.46	0
1911	1	18	6	42.582	12.314	0	4.42	0.46	1
1911	2	8	2	46.407	13.117	0	4.26	0.28	1
1911	2	19	7	44.117	12.074	0	5.26	0.08	1
1911	3	1	3	46.1	13.65	0	4.16	0.46	1
1911	3	1	3	46.1	13.65	0	4.16	0.46	1
1911	3	11	3	38.333	15.95	0	4.42	0.45	1
1911	3	20	15	44.189	12.193	0	5.09	0.12	1
1911	3	26	13	44.061	12.508	0	5.04	0.15	1
1911	3	26	20	43.811	11.816	0	4.54	0.38	1
1911	4	10	9	41.779	12.648	0	4.74	0.21	1
1911	4	24	17	47.15	10.34	0	4.63	0.46	1
1911	5	7	1	47.31	11.07	0	4.16	0.46	1
1911	5	13	3	45.9	13.98	0	4.49	0.22	1
1911	5	28	13	42.376	13.405	0	4.16	0.46	1
1911	6	18	16	38.222	15.926	0	4.16	0.46	1
1911	7	18	20	47.3	11.67	0	4.16	0.46	1
1911	9	9	11	42.31	13.57	0	4.36	0.45	1
1911	9	13	22	43.436	11.344	0	5.08	0.09	1
1911	9	13	22	43.394	11.239	0	4.35	0.28	1
1911	9	30	0	37.664	15.109	0	3.19	0.31	0
1911	10	15	8	37.699	15.154	0	4.59	0.38	1
1911	10	29	6	37.266	14.691	0	4.16	0.46	0
1911	11	11	18	46.81	12.32	0	4.40	0.46	1
1912	1	14	3	43.898	8.066	0	3.89	0.42	1
1912	1	30	21	37.751	14.102	0	4.40	0.46	1
1912	2	9	20	44.583	6.533	0	4.16	0.46	1
1912	2	27	23	46.42	14.42	0	4.16	0.46	1
1912	3	17	7	40.783	14.798	0	4.25	0.57	1
1912	5	9	23	47.27	11.39	0	4.63	0.18	1
1912	5	11	5	43.58	12.609	0	3.96	0.56	0
1912	5	31	21	45.549	7.785	0	4.71	0.27	1
1912	7	2	7	41.476	15.88	0	4.55	0.20	1
1912	7	7	4	41.688	13.636	0	4.18	0.35	1
1912	8	5	10	46.185	12.361	0	4.34	0.18	1
1912	8	15	23	44.058	11.258	0	4.22	0.38	1
1912	9	12	21	44.784	10.885	0	3.76	0.52	0
1912	10	1	18	45.052	9.693	0	3.70	0.46	0
1912	11	7	14	38.78	16.32	0	4.37	0.32	1
1912	12	11	10	37.749	15.124	0	2.91	0.30	0
1912	12	22	8	38.206	15.617	0	4.68	0.24	1
1913	1	3	13	41.868	13.657	0	4.53	0.21	1
1913	1	5	7	38.354	16.049	0	4.16	0.46	1
1913	2	13	16	44.13	10.805	0	4.18	0.40	1
1913	3	12	13	47.26	11.27	0	4.16	0.46	1
1913	3	27	2	44.895	9.327	0	4.24	0.19	1
1913	5	20	16	45.52	14.37	0	5.10	0.46	1
1913	5	21	7	47.31	11.59	0	4.16	0.46	1
1913	6	27	17	38.966	16.282	0	4.15	0.38	1
1913	6	28	8	39.531	16.239	0	5.64	0.08	1
1913	7	21	22	44.041	11.762	0	4.79	0.12	1
1913	7	24	5	44.354	7.227	0	4.22	0.45	1
1913	7	26	10	40.853	15.171	0	3.93	0.46	0
1913	7	29	22	43.814	11.89	0	4.54	0.43	1
1913	8	9	1	43.442	12.436	0	3.93	0.46	0
1913	8	24	15	47.11	11.68	0	5.02	0.24	1
1913	9	20	3	47.11	11.31	0	4.55	0.23	1
1913	10	4	18	41.513	14.716	0	5.35	0.07	1
1913	11	5	0	47.43	11.88	0	4.16	0.46	1
1913	11	25	20	44.551	10.196	0	4.65	0.13	1
1913	12	7	1	44.744	8.862	0	4.57	0.13	1
1914	1	15	3	43.47	10.433	0	4.33	0.34	1
1914	2	11	0	45.63	14.17	0	4.40	0.46	1
1914	4	14	2	42.022	13.578	0	4.26	0.26	1
1914	5	7	17	37.636	15.133	0	3.19	0.31	0
1914	5	7	20	37.617	15.154	0	3.19	0.31	0
1914	5	8	18	37.659	15.149	0	5.15	0.41	1
1914	5	15	13	43.453	11.361	0	4.16	0.46	1
1914	5	26	8	37.632	15.121	0	3.75	0.34	0
1914	6	12	6	41.477	13.879	0	4.66	0.46	1
1914	7	31	21	43.177	12.738	0	4.47	0.63	1
1914	8	31	13	47.3	11.5	0	4.86	0.46	1
1914	9	6	6	47.33	11.5	0	4.16	0.46	1
1914	10	26	3	45.05	7.36	0	5.24	0.09	1
1914	10	26	16	45.116	7.251	0	4.46	0.20	1
1914	10	27	1	45.011	7.466	0	4.74	0.21	1
1914	10	27	9	43.912	10.598	0	5.63	0.08	1
1914	11	30	19	47.27	11.39	0	4.40	0.46	1
1914	12	1	10	41.491	13.814	0	3.93	0.46	0
1914	12	19	3	41.587	14.26	0	4.33	0.35	1
1915	1	13	6	42.014	13.53	0	7.08	0.08	1
1915	1	13	16	41.983	13.6	0	4.79	0.23	1
1915	1	13	19	44.161	12.261	0	4.38	0.60	1
1915	1	13	20	41.983	13.6	0	4.74	0.23	1
1915	1	14	1	41.983	13.6	0	4.64	0.18	1
1915	1	14	7	41.855	13.018	0	4.88	0.17	1
1915	1	14	16	41.765	13.024	0	4.60	0.15	1
1915	1	18	20	41.983	13.6	0	4.98	0.14	1
1915	1	18	23	39.41	16.245	0	4.97	0.31	1
1915	1	18	23	41.983	13.6	0	5.02	0.15	1
1915	1	21	12	41.926	13.231	0	4.83	0.14	1
1915	1	29	22	46.22	13.65	0	4.16	0.46	1
1915	2	23	22	46.37	14.17	0	4.16	0.46	1
1915	2	27	23	41.68	13.543	0	4.77	0.47	1
1915	3	15	11	43.012	12.893	0	4.97	0.54	1
1915	3	15	21	45.8	14.2	0	4.63	0.46	1
1915	3	26	23	43.078	12.463	0	4.55	0.21	1
1915	4	5	6	42.05	12.906	0	4.80	0.13	1
1915	4	15	18	46.48	13.75	0	4.16	0.46	1
1915	6	12	21	38.468	14.958	0	4.16	0.46	0
1915	6	20	14	41.708	13.596	0	4.16	0.46	1
1915	7	6	11	41.995	12.938	0	3.93	0.46	0
1915	8	25	2	46.1	7.06	0	4.60	0.05	1
1915	9	11	8	38.126	15.627	0	4.16	0.46	1
1915	9	16	2	42.718	13.013	0	3.93	0.46	0
1915	9	23	18	42.415	13.076	0	5.07	0.13	1
1915	10	10	23	44.733	10.47	0	4.87	0.11	1
1915	11	7	2	46.12	14.33	0	4.16	0.46	1
1915	11	11	3	42.53	12.655	0	4.53	0.42	1
1915	12	4	1	41.754	13.548	0	4.47	0.24	1
1916	1	26	12	41.638	13.61	0	4.72	0.24	1
1916	2	8	2	46.05	14.5	0	4.63	0.46	1
1916	4	22	4	42.292	13.397	0	5.09	0.12	1
1916	5	17	12	44.119	12.748	0	5.82	0.08	1
1916	5	30	8	37.62	14.919	0	2.91	0.30	0
1916	6	4	0	41.446	13.968	0	4.24	0.35	1
1916	6	16	1	44.089	12.674	0	4.82	0.13	1
1916	7	3	23	38.9	15.291	0	4.66	0.21	0
1916	7	4	5	42.824	13.227	0	4.82	0.12	1
1916	7	27	18	44.074	10.469	0	4.56	0.30	1
1916	8	2	7	43.467	11.043	0	3.93	0.46	0
1916	8	15	7	44.167	12.917	0	5.00	0.19	1
1916	8	15	7	44.167	12.917	0	5.00	0.15	1
1916	8	15	8	44.167	12.917	0	4.42	0.22	1
1916	8	15	9	44.167	12.917	0	5.34	0.15	1
1916	8	15	13	44.167	12.917	0	5.35	0.16	1
1916	8	15	14	44.167	12.917	0	4.93	0.15	1
1916	8	15	14	44.167	12.917	0	4.77	0.16	1
1916	8	15	16	44.167	12.917	0	5.31	0.15	1
1916	8	15	17	44.167	12.917	0	4.85	0.15	1
1916	8	15	21	44.167	12.917	0	5.01	0.16	1
1916	8	16	6	43.8	12.8	0	4.60	0.18	1
1916	8	16	7	44.019	12.737	0	5.82	0.08	1
1916	8	16	8	44.167	12.917	0	5.46	0.15	1
1916	8	16	8	43.8	12.8	0	4.69	0.18	1
1916	8	16	9	44.167	12.917	0	5.30	0.15	1
1916	8	18	11	44.167	12.917	0	4.81	0.18	1
1916	8	18	16	44.167	12.917	0	4.95	0.17	1
1916	8	19	5	44.308	7.173	0	4.49	0.16	1
1916	8	21	10	44.167	12.917	0	4.57	0.23	1
1916	9	3	7	38.556	14.844	0	3.93	0.46	0
1916	9	7	15	42.775	12.525	0	4.40	0.46	1
1916	10	11	12	46.5	13.73	0	4.16	0.46	1
1916	10	12	17	37.664	15.108	0	2.91	0.30	0
1916	10	28	8	46.32	14.82	0	5.10	0.46	1
1916	10	29	0	46.3	14.82	0	4.16	0.46	1
1916	10	30	0	46.3	14.8	0	4.86	0.46	1
1916	11	16	6	42.646	13.169	0	5.50	0.13	1
1916	11	20	23	46.23	14.75	0	4.16	0.46	1
1916	11	21	20	46.23	14.75	0	4.16	0.46	1
1916	12	21	23	37.65	15.158	0	2.91	0.30	0
1917	1	7	3	44.367	8.375	0	4.35	0.20	1
1917	1	8	1	44.005	11.803	0	4.74	0.39	1
1917	2	11	21	47.27	11.51	0	4.16	0.46	1
1917	2	18	20	38.709	13.193	0	4.40	0.46	0
1917	2	26	9	45.2	14.8	0	4.63	0.46	1
1917	3	21	0	42.793	13.314	0	4.44	0.27	1
1917	3	25	22	45.95	14.83	0	4.16	0.46	1
1917	4	17	13	46.3	14.8	0	4.16	0.46	1
1917	4	26	9	43.467	12.129	0	5.99	0.08	1
1917	5	1	8	44.096	8.228	0	3.75	0.38	0
1917	5	12	15	42.59	12.641	0	5.03	0.14	1
1917	5	18	14	44.337	9.337	0	3.70	0.46	0
1917	6	12	18	39.758	16.733	0	5.35	0.14	1
1917	6	16	20	41.692	13.685	0	4.39	0.42	1
1917	7	8	2	42.082	13.087	0	4.68	0.19	1
1917	7	19	0	42.955	12.704	0	3.70	0.46	0
1917	7	20	0	37.614	15.081	0	2.91	0.30	0
1917	10	13	16	40.231	16.009	0	5.46	0.20	1
1917	10	14	17	42.537	12.03	0	4.20	0.25	1
1917	11	5	22	43.578	13.628	0	5.22	0.14	1
1917	12	2	12	41.489	13.822	0	3.93	0.46	0
1917	12	2	17	44.059	11.829	0	5.09	0.12	1
1917	12	9	21	46.46	9.78	0	4.60	0.50	1
1917	12	30	7	47.494	10.95	0	4.40	0.50	1
1918	1	13	12	45.455	8.842	0	4.62	0.16	1
1918	1	14	14	47.32	10.84	0	4.16	0.46	1
1918	1	22	18	43.621	10.868	0	3.70	0.46	0
1918	1	22	19	43.621	10.868	0	4.16	0.46	1
1918	2	8	18	44.133	12.1	0	4.84	0.18	1
1918	2	19	11	45.36	14.84	2	4.62	0.23	1
1918	3	5	0	45.136	7.215	0	3.70	0.46	0
1918	3	22	4	43.335	12.254	0	4.13	0.50	1
1918	4	14	1	42.855	12.548	0	4.48	0.27	1
1918	4	24	14	45.813	9.457	0	4.95	0.12	1
1918	5	6	8	44.691	10.63	0	4.41	0.56	1
1918	6	3	21	37.655	14.851	0	3.19	0.32	0
1918	7	16	11	46.13	14.85	0	4.16	0.46	1
1918	7	19	19	45.326	10.438	0	4.06	0.38	0
1918	8	13	20	46	14.02	0	4.63	0.46	1
1918	9	26	0	47.3	10.3	0	4.16	0.46	1
1918	9	28	17	45.138	7.1	0	3.93	0.46	1
1918	11	6	20	46.17	14.37	0	4.16	0.46	1
1918	11	10	15	43.917	11.933	0	5.96	0.08	1
1918	11	24	13	39.283	16.321	0	4.16	0.46	1
1918	11	24	13	37.686	15.139	0	3.47	0.33	0
1918	11	26	0	37.74	14.997	0	3.19	0.31	0
1918	11	26	9	37.74	14.997	0	3.19	0.31	0
1918	12	3	10	38.6	16.05	0	4.40	0.46	1
1919	2	13	2	43.112	12.287	0	4.64	0.40	1
1919	3	18	14	38.178	15.485	0	4.16	0.46	0
1919	4	20	6	42.065	13.668	0	4.11	0.36	1
1919	6	29	15	43.957	11.482	0	6.38	0.08	1
1919	7	12	12	45.801	11.914	0	5.03	0.17	1
1919	9	10	16	42.793	11.788	0	5.36	0.11	1
1919	9	16	2	46.45	9.933	0	3.50	0.50	0
1919	9	25	3	44.09	10.584	0	3.70	0.46	0
1919	10	21	0	41.674	15.551	0	5.03	0.13	1
1919	10	22	6	41.436	12.535	0	5.22	0.08	1
1919	10	25	13	43.571	12.132	0	5.03	0.11	1
1919	11	9	17	37.61	15.142	0	2.91	0.30	0
1919	11	16	4	46.283	7.317	0	3.90	0.50	1
1919	11	23	1	45.655	10.246	0	4.79	0.20	1
1919	11	28	21	44.173	7.76	0	4.92	0.14	1
1919	12	4	21	41.455	12.646	0	4.16	0.46	1
1919	12	22	17	46.59	14.27	0	4.16	0.46	1
1919	12	30	2	41.459	12.663	0	4.40	0.46	1
1920	1	13	10	42.29	13.301	0	3.93	0.46	0
1920	1	27	4	39.341	16.305	0	3.93	0.46	0
1920	2	10	23	42.837	13.439	0	4.30	0.39	1
1920	3	7	19	40.76	15.692	0	3.93	0.46	0
1920	3	30	1	46.3	7.5	0	3.90	0.50	1
1920	5	5	14	46.384	13.144	0	5.27	0.13	1
1920	6	8	16	43.997	11.879	0	4.54	0.18	1
1920	6	21	7	41.621	13.748	0	4.62	0.16	1
1920	9	6	14	44.25	10.283	0	5.61	0.14	1
1920	9	7	5	44.185	10.278	0	6.53	0.08	1
1920	9	7	8	44.25	10.283	0	5.18	0.16	1
1920	9	7	13	44.25	10.283	0	5.05	0.24	1
1920	9	7	18	44.317	10.283	0	4.62	0.23	1
1920	9	26	2	37.713	15.161	0	4.03	0.36	0
1920	10	6	22	45.126	10.824	0	4.14	0.42	1
1920	11	24	4	43.366	11.538	0	4.07	0.30	0
1920	12	12	3	47.28	11.51	0	4.16	0.46	1
1920	12	27	16	44.159	10.192	0	3.70	0.46	0
1921	1	21	17	37.692	15.104	0	2.63	0.29	0
1921	4	5	17	43.203	12.774	0	4.23	0.41	1
1921	5	3	8	44.841	6.75	0	3.70	0.46	0
1921	5	7	6	44.377	9.882	0	4.64	0.40	1
1921	6	19	12	38.321	15.955	0	4.43	0.36	1
1921	7	24	0	37.74	14.997	0	3.19	0.31	0
1921	8	4	6	47.31	10.58	0	4.16	0.46	1
1921	8	23	22	41.405	13.983	0	3.70	0.46	0
1921	8	28	10	43.12	13.253	0	4.66	0.40	1
1921	9	12	0	45.771	11.768	0	4.81	0.21	1
1921	11	29	12	44.634	9.703	0	4.15	0.32	1
1921	12	13	6	47.29	12.53	0	4.40	0.46	1
1922	3	27	0	42.684	11.865	0	4.39	0.38	1
1922	4	5	16	43.695	6.75	0	4.48	0.35	1
1922	5	24	21	44.821	11.408	0	3.70	0.46	0
1922	6	8	7	43.148	13.286	0	4.73	0.19	1
1922	8	2	21	44.146	10.686	0	4.32	0.28	1
1922	10	11	6	43.628	13.407	0	4.34	0.28	1
1922	12	29	12	41.793	13.632	0	5.24	0.08	1
1923	5	13	14	42.21	13.22	0	4.33	0.31	1
1923	6	17	0	37.807	15.177	0	2.91	0.30	0
1923	6	17	15	37.722	15.116	0	3.47	0.33	0
1923	6	23	1	37.628	15.144	0	2.91	0.30	0
1923	6	23	21	37.629	15.143	0	2.91	0.30	0
1923	6	28	15	44.595	10.799	0	5.04	0.12	1
1923	7	12	20	43.103	13.463	0	4.28	0.30	1
1923	8	15	15	46.12	14.55	0	4.16	0.46	1
1923	8	16	12	38.178	15.485	0	3.93	0.46	0
1923	8	23	2	46.47	13.75	0	4.16	0.46	1
1923	9	11	4	44.9	6.633	0	3.70	0.46	0
1923	10	18	0	45.5	14.25	0	4.63	0.46	1
1923	11	8	12	40.677	15.449	0	4.73	0.26	1
1923	11	9	13	46.22	9	0	4.30	0.50	1
1923	11	15	20	37.747	15.158	0	3.47	0.33	0
1924	1	2	8	43.737	13.138	0	5.48	0.09	1
1924	2	27	5	45.95	14.4	0	4.16	0.46	1
1924	3	26	17	46.93	11.32	1	5.16	0.16	1
1924	3	26	20	41.341	14.786	0	4.06	0.34	0
1924	4	9	14	42.729	11.816	0	4.47	0.43	1
1924	4	15	12	46.3	7.96	0	5.20	0.20	1
1924	5	9	5	40.893	14.772	0	4.71	0.20	1
1924	5	12	8	46.409	12.912	0	5.04	0.12	1
1924	5	21	15	46.617	10.546	0	4.58	0.56	1
1924	6	12	21	44.147	10.776	0	4.46	0.26	1
1924	8	14	2	45.695	6.267	0	4.47	0.33	1
1924	8	17	21	37.132	14.879	0	4.74	0.17	1
1924	9	15	2	42.517	12.841	0	3.66	0.29	0
1924	9	21	20	44.366	8.994	0	4.32	0.39	1
1924	11	12	6	38.709	13.193	0	4.63	0.46	0
1924	11	28	9	41.808	13.56	0	4.40	0.46	1
1924	12	12	3	46.462	12.982	0	5.42	0.10	1
1925	2	27	5	45.95	14.4	0	4.16	0.46	1
1925	3	8	15	37.813	14.37	0	4.57	0.36	1
1925	3	15	17	44.282	10.286	0	4.10	0.24	1
1925	3	21	7	43.227	10.871	0	4.29	0.31	1
1925	5	2	0	45.97	14.25	0	4.16	0.46	1
1925	7	4	17	46.142	12.251	0	3.87	0.31	0
1925	7	6	6	37.643	15.115	0	2.63	0.29	0
1925	7	20	15	44.051	10.378	0	3.95	0.40	0
1925	7	21	12	46.171	6.066	0	4.21	0.36	1
1925	7	28	3	41.264	15.898	0	4.20	0.52	1
1925	8	3	0	46.23	14.5	0	4.16	0.46	1
1925	8	21	19	37.715	14.592	0	4.51	0.42	1
1925	8	25	5	41.882	16.18	0	4.92	0.13	1
1925	9	3	18	42.867	11.602	0	4.16	0.46	1
1925	9	5	7	45.38	14.8	0	5.35	0.14	1
1925	9	10	10	45.1	14.6	0	4.16	0.46	1
1925	9	11	4	45.13	14.77	0	5.11	0.14	1
1925	9	11	6	45.18	14.88	0	4.16	0.46	1
1925	9	24	13	41.719	14.188	0	5.26	0.10	1
1925	11	23	6	47.38	12.42	0	4.16	0.46	1
1926	1	1	18	45.76	14.281	0	5.72	0.09	1
1926	1	8	9	42.852	11.631	0	4.90	0.35	1
1926	6	28	21	44.488	10.488	0	3.46	0.46	0
1926	7	23	4	46.71	12.62	0	4.16	0.46	1
1926	8	14	23	45.9	14.7	0	4.16	0.46	1
1926	8	17	1	38.565	14.836	0	5.28	0.11	1
1926	10	21	9	45.11	14.88	0	4.16	0.46	1
1926	11	18	22	44.313	9.786	0	4.25	0.46	1
1926	12	18	21	42.021	13.541	0	4.24	0.28	1
1927	1	31	11	46.13	14.75	0	4.16	0.46	1
1927	5	25	2	41.25	14.624	0	4.98	0.10	1
1927	6	21	15	45.137	7.215	0	4.14	0.55	1
1927	8	13	1	46.5	9.9	0	4.40	0.50	1
1927	8	16	0	42.899	13.074	0	4.57	0.33	1
1927	9	22	19	37.747	13.826	0	3.93	0.46	0
1927	10	11	14	41.841	13.466	0	5.20	0.09	1
1927	10	28	21	44.52	9.59	0	4.66	0.20	1
1927	11	20	10	44.358	10.378	0	4.29	0.33	1
1927	11	30	2	43.451	12.453	0	4.29	0.39	1
1927	12	1	9	43.417	12.417	0	4.56	0.38	1
1927	12	10	2	45.239	7.376	0	4.16	0.46	1
1927	12	11	15	45.151	7.275	0	4.36	0.35	1
1927	12	26	15	41.7	12.701	0	4.89	0.18	1
1927	12	27	8	41.222	15.386	0	4.40	0.46	1
1928	2	2	14	38.023	14.441	0	3.93	0.46	0
1928	2	7	4	47.43	11.75	0	4.16	0.46	1
1928	2	7	23	41.795	8.934	0	4.46	0.40	1
1928	2	21	4	44.44	9.611	0	4.16	0.46	1
1928	3	7	10	38.686	15.936	0	5.87	0.12	1
1928	3	26	14	46.49	13.18	2	5.71	0.14	1
1928	3	27	8	46.372	12.975	0	6.02	0.08	1
1928	4	21	13	43.026	11.503	0	4.40	0.46	1
1928	5	30	20	43.865	13.228	0	5.02	0.13	1
1928	6	13	8	44.797	10.872	0	4.67	0.23	1
1928	7	20	19	44.508	9.587	0	4.39	0.18	1
1928	7	25	1	44.783	10.872	0	3.93	0.46	0
1928	8	2	8	46.398	13.019	0	4.40	0.46	1
1928	8	3	23	44.126	10.201	0	4.26	0.23	1
1928	9	3	1	39.369	17.128	0	4.40	0.46	1
1928	11	16	3	46.394	12.994	0	4.36	0.40	1
1928	12	30	16	46.205	6.928	0	4.19	0.34	1
1929	1	6	14	38.828	16.449	0	4.25	0.36	1
1929	1	14	4	41.848	13.501	0	4.42	0.16	1
1929	1	22	10	43.366	13.094	0	4.40	0.45	1
1929	2	22	8	38.147	15.601	0	3.70	0.46	0
1929	4	10	5	44.445	11.387	0	5.05	0.08	1
1929	4	11	0	44.312	11.665	0	4.72	0.16	1
1929	4	12	0	44.539	11.478	0	4.82	0.22	1
1929	4	19	4	44.496	11.202	0	5.13	0.09	1
1929	4	19	22	44.479	11.179	0	4.54	0.38	1
1929	4	20	1	44.481	11.15	0	5.36	0.08	1
1929	4	22	8	44.482	11.111	0	5.10	0.11	1
1929	4	22	14	44.469	11.223	0	4.61	0.32	1
1929	4	28	19	44.486	11.175	0	4.73	0.14	1
1929	4	29	18	44.489	11.11	0	5.20	0.11	1
1929	5	1	21	44.424	11.529	0	4.57	0.16	1
1929	5	7	17	42.888	12.741	0	4.16	0.46	1
1929	5	11	19	44.479	11.112	0	5.29	0.10	1
1929	7	18	21	43.988	11.507	0	4.96	0.10	1
1929	8	17	4	44.481	11.131	0	3.89	0.36	0
1929	9	2	5	46.4	14.28	0	4.63	0.46	1
1929	10	3	17	46.136	13.594	0	4.06	0.44	0
1929	10	12	6	46.667	10.217	0	3.90	0.50	1
1929	12	12	13	42.683	11.845	0	4.16	0.46	1
1930	1	10	21	46.376	12.998	0	4.48	0.15	1
1930	2	8	1	42.467	9.367	0	3.93	0.46	0
1930	2	25	13	45.83	14.25	0	4.63	0.46	1
1930	3	26	10	38.547	14.471	0	4.92	0.36	0
1930	4	7	17	42.812	13.196	0	4.50	0.21	1
1930	4	27	1	40.769	14.7	0	4.98	0.34	1
1930	5	6	20	38.409	16.327	0	4.35	0.22	1
1930	5	14	0	46.609	12.347	0	4.89	0.13	1
1930	5	24	22	44.136	10.724	0	4.91	0.11	1
1930	7	4	21	45.347	6.594	0	4.42	0.12	1
1930	7	10	13	45.29	14.61	0	4.16	0.46	1
1930	7	23	0	41.068	15.318	0	6.67	0.08	1
1930	8	4	15	43.049	13.435	0	4.44	0.36	1
1930	8	30	20	45.098	7.357	0	3.93	0.46	1
1930	10	7	9	42.798	13.026	0	3.93	0.46	0
1930	10	7	23	47.36	10.66	0	5.33	0.46	1
1930	10	9	4	39.143	18.037	0	4.78	0.37	0
1930	10	24	0	44.498	11.209	0	3.97	0.31	0
1930	10	26	7	44.292	11.054	0	4.21	0.29	1
1930	10	26	7	44.434	10.861	0	4.12	0.33	1
1930	10	30	7	43.689	13.385	0	5.83	0.08	1
1930	11	6	21	40.995	16.051	0	4.41	0.34	1
1930	11	9	1	42.872	13.346	0	4.31	0.31	1
1931	1	22	2	46.5	14.85	0	4.63	0.46	1
1931	1	25	10	44.239	10.043	0	4.29	0.35	1
1931	3	27	2	44.821	11.764	0	4.74	0.54	1
1931	4	1	6	44.163	11.708	0	4.14	0.34	1
1931	4	5	13	44.194	11.71	0	4.40	0.31	1
1931	4	11	1	44.28	11.718	0	4.81	0.12	1
1931	4	14	22	45.974	10.666	0	4.77	0.10	1
1931	5	10	10	40.991	15.511	0	4.64	0.10	1
1931	5	13	0	42.565	12.153	0	4.25	0.41	1
1931	5	26	15	41.497	13.805	0	4.36	0.32	1
1931	6	10	17	44.541	11.022	0	4.59	0.12	1
1931	6	25	5	43.722	13.113	0	4.02	0.29	0
1931	7	28	8	42.442	12.546	0	4.38	0.35	1
1931	8	3	21	37.635	15.132	0	3.47	0.33	0
1931	9	5	1	44.057	11.367	0	4.88	0.12	1
1931	9	25	20	42.718	13.013	0	4.63	0.46	1
1931	10	21	7	41.722	13.427	0	4.23	0.22	1
1931	11	10	21	41.025	15.614	0	4.16	0.46	1
1931	12	3	9	41.26	15.814	0	4.59	0.45	1
1931	12	15	3	44.112	11.527	0	4.62	0.22	1
1931	12	23	5	46.12	14.83	0	4.63	0.46	1
1931	12	25	11	46.259	13.104	0	5.25	0.11	1
1932	1	2	23	39.065	17.555	0	5.52	0.13	0
1932	1	19	21	44.829	6.716	0	3.99	0.50	1
1932	2	19	12	45.632	10.729	0	5.16	0.34	1
1932	2	27	21	46.05	14.83	0	4.16	0.46	1
1932	3	30	9	40.587	16.858	0	4.54	0.24	1
1932	4	19	0	44.594	10.854	0	3.63	0.44	0
1932	5	22	17	38.014	15.347	0	4.99	0.13	1
1932	7	13	3	44.774	10.809	0	3.86	0.46	0
1932	8	18	13	46.08	14.03	0	4.16	0.46	1
1932	8	26	9	46.59	14.27	0	4.16	0.46	1
1932	12	3	2	40.31	15.907	0	4.24	0.30	1
1933	1	24	1	46.3	7.9	0	4.50	0.50	1
1933	2	4	1	39.081	17.128	0	3.70	0.46	0
1933	2	19	23	45.58	14.25	0	4.16	0.46	1
1933	2	26	2	37.559	13.17	0	4.34	0.55	1
1933	3	7	14	41.023	15.351	0	4.96	0.10	1
1933	3	29	7	47.34	10.54	0	4.16	0.46	1
1933	7	24	9	46.49	14.59	0	4.40	0.46	1
1933	9	19	3	44.4	6.4	0	4.76	0.52	1
1933	9	24	23	46.3	7.9	0	4.60	0.50	1
1933	9	26	3	42.079	14.093	0	5.90	0.07	1
1933	10	19	13	43.166	10.864	0	3.93	0.46	0
1933	11	8	0	47.36	10.66	0	4.86	0.46	1
1933	11	23	1	42.067	14.183	0	5.06	0.15	1
1933	12	19	20	47.24	11.43	0	4.16	0.46	1
1934	3	23	1	45.803	10.044	0	4.31	0.31	1
1934	5	4	13	46.398	13.059	0	4.69	0.15	1
1934	5	28	21	44.186	11.765	0	3.94	0.35	0
1934	6	8	3	46.287	12.539	0	4.93	0.12	1
1934	6	13	9	44.438	9.725	0	5.14	0.12	1
1934	6	17	17	47.26	10.34	0	4.16	0.46	1
1934	7	3	16	40.233	16.012	0	4.55	0.33	1
1934	7	6	17	44.403	9.306	0	3.69	0.55	0
1934	9	4	1	47.39	11.8	0	4.86	0.46	1
1934	9	11	1	37.438	14.58	0	4.84	0.15	1
1934	9	18	9	44.495	11.012	0	3.95	0.44	0
1934	11	30	2	44.561	13.721	0	5.30	0.11	0
1935	2	19	0	44.298	7.414	0	4.34	0.22	1
1935	3	19	7	44.657	6.614	0	5.25	0.07	1
1935	3	27	4	46.363	6.619	0	4.22	0.36	1
1935	4	5	23	45.829	7.823	0	3.70	0.46	0
1935	6	5	11	44.26	11.876	0	5.23	0.12	1
1935	6	6	11	42.955	12.704	0	4.16	0.46	1
1935	6	30	3	37.668	15.154	0	3.47	0.33	0
1935	6	30	9	37.658	15.172	0	3.19	0.31	0
1935	7	31	11	46.72	12.99	0	4.16	0.46	1
1935	12	3	8	40.475	15.849	0	4.15	0.29	1
1935	12	17	6	41.288	13.983	0	4.63	0.46	1
1936	1	8	16	46.42	14.92	0	4.63	0.46	1
1936	2	4	8	46.25	14.55	0	4.40	0.46	1
1936	4	3	18	41.041	14.585	0	4.25	0.52	1
1936	4	5	18	43.013	12.66	0	4.16	0.46	1
1936	4	7	5	38.674	16.126	0	4.72	0.43	1
1936	6	15	14	42.703	11.842	0	3.84	0.38	0
1936	6	21	19	45.553	10.75	0	4.15	0.42	1
1936	6	22	3	45.518	10.72	0	4.46	0.40	1
1936	7	9	1	44.466	7.085	0	4.32	0.35	1
