rlz_id,branch_path,weight
183,br0183~BeA11,8.3819998e-04
184,br0184~BeA11,8.3819998e-04
185,br0185~BeA11,8.3819998e-04
186,br0186~BeA11,8.3819998e-04
187,br0187~BeA11,8.3819998e-04
188,br0188~BeA11,8.3819998e-04
189,br0189~BeA11,8.3819998e-04
190,br0190~BeA11,8.3819998e-04
191,br0191~BeA11,8.3819998e-04
192,br0192~BeA11,8.3819998e-04
193,br0193~BeA11,8.3819998e-04
194,br0194~BeA11,8.3819998e-04
195,br0195~BeA11,8.3819998e-04
196,br0196~BeA11,8.3819998e-04
197,br0197~BeA11,8.3819998e-04
198,br0198~BeA11,8.3819998e-04
199,br0199~BeA11,8.3819998e-04
200,br0200~BeA11,8.3819998e-04
201,br0201~BeA11,8.3819998e-04
202,br0202~BeA11,8.3819998e-04
203,br0203~BeA11,8.3819998e-04
204,br0204~BeA11,8.3819998e-04
205,br0205~BeA11,8.3819998e-04
206,br0206~BeA11,8.3819998e-04
207,br0207~BeA11,8.3819998e-04
208,br0208~BeA11,8.3819998e-04
209,br0209~BeA11,8.3819998e-04
210,br0210~BeA11,8.3819998e-04
211,br0211~BeA11,8.3819998e-04
212,br0212~BeA11,8.3819998e-04
213,br0213~BeA11,8.3819998e-04
214,br0214~BeA11,8.3819998e-04
215,br0215~BeA11,8.3819998e-04
216,br0216~BeA11,8.3819998e-04
217,br0217~BeA11,8.3819998e-04
218,br0218~BeA11,8.3819998e-04
219,br0219~BeA11,8.3819998e-04
220,br0220~BeA11,8.3819998e-04
221,br0221~BeA11,8.3819998e-04
222,br0222~BeA11,8.3819998e-04
223,br0223~BeA11,8.3819998e-04
224,br0224~BeA11,8.3819998e-04
225,br0225~BeA11,8.3819998e-04
226,br0226~BeA11,8.3819998e-04
227,br0227~BeA11,8.3819998e-04
228,br0228~BeA11,8.3819998e-04
229,br0229~BeA11,8.3819998e-04
230,br0230~BeA11,8.3819998e-04
231,br0231~BeA11,8.3819998e-04
232,br0232~BeA11,8.3819998e-04
233,br0233~BeA11,8.3819998e-04
234,br0234~BeA11,8.3819998e-04
235,br0235~BeA11,8.3819998e-04
236,br0236~BeA11,8.3819998e-04
237,br0237~BeA11,8.3819998e-04
238,br0238~BeA11,8.3819998e-04
239,br0239~BeA11,8.3819998e-04
240,br0240~BeA11,8.3819998e-04
241,br0241~BeA11,8.3819998e-04
242,br0242~BeA11,8.3819998e-04
243,br0243~BeA11,8.3819998e-04
244,br0244~BeA11,8.3819998e-04
245,br0245~BeA11,8.3819998e-04
246,br0246~BeA11,8.3819998e-04
247,br0247~BeA11,8.3819998e-04
248,br0248~BeA11,8.3819998e-04
249,br0249~BeA11,8.3819998e-04
250,br0250~BeA11,8.3819998e-04
251,br0251~BeA11,8.3819998e-04
252,br0252~BeA11,8.3819998e-04
253,br0253~BeA11,8.3819998e-04
254,br0254~BeA11,8.3819998e-04
255,br0255~BeA11,8.3819998e-04
256,br0256~BeA11,8.3819998e-04
257,br0257~BeA11,8.3819998e-04
258,br0258~BeA11,8.3819998e-04
259,br0259~BeA11,8.3819998e-04
260,br0260~BeA11,8.3819998e-04
261,br0261~BeA11,8.3819998e-04
262,br0262~BeA11,8.3819998e-04
263,br0263~BeA11,8.3819998e-04
264,br0264~BeA11,8.3819998e-04
265,br0265~BeA11,8.3819998e-04
266,br0266~BeA11,8.3819998e-04
267,br0267~BeA11,8.3819998e-04
268,br0268~BeA11,8.3819998e-04
269,br0269~BeA11,8.3819998e-04
270,br0270~BeA11,8.3819998e-04
271,br0271~BeA11,8.3819998e-04
272,br0272~BeA11,8.3819998e-04
273,br0273~BeA11,8.3819998e-04
274,br0274~BeA11,8.3819998e-04
275,br0275~BeA11,8.3819998e-04
276,br0276~BeA11,8.3819998e-04
277,br0277~BeA11,8.3819998e-04
278,br0278~BeA11,8.3819998e-04
279,br0279~BeA11,8.3819998e-04
280,br0280~BeA11,8.3819998e-04
281,br0281~BeA11,8.3819998e-04
282,br0282~BeA11,8.3819998e-04
283,br0283~BeA11,8.3819998e-04
284,br0284~BeA11,8.3819998e-04
285,br0285~BeA11,8.3819998e-04
286,br0286~BeA11,8.3819998e-04
287,br0287~BeA11,8.3819998e-04
288,br0288~BeA11,8.3819998e-04
289,br0289~BeA11,8.3819998e-04
290,br0290~BeA11,8.3819998e-04
291,br0291~BeA11,8.3819998e-04
292,br0292~BeA11,8.3819998e-04
293,br0293~BeA11,8.3819998e-04
294,br0294~BeA11,8.3819998e-04
295,br0295~BeA11,8.3819998e-04
296,br0296~BeA11,8.3819998e-04
297,br0297~BeA11,8.3819998e-04
298,br0298~BeA11,8.3819998e-04
299,br0299~BeA11,8.3819998e-04
300,br0300~BeA11,8.3819998e-04
301,br0301~BeA11,8.3819998e-04
302,br0302~BeA11,8.3819998e-04
303,br0303~BeA11,8.3819998e-04
304,br0304~BeA11,8.3819998e-04
305,br0305~BeA11,8.3819998e-04
306,br0306~BeA11,8.3819998e-04
307,br0307~BeA11,8.3819998e-04
308,br0308~BeA11,8.3819998e-04
309,br0309~BeA11,8.3819998e-04
310,br0310~BeA11,8.3819998e-04
311,br0311~BeA11,8.3819998e-04
312,br0312~BeA11,8.3819998e-04
313,br0313~BeA11,8.3819998e-04
314,br0314~BeA11,8.3819998e-04
315,br0315~BeA11,8.3819998e-04
316,br0316~BeA11,8.3819998e-04
317,br0317~BeA11,8.3819998e-04
318,br0318~BeA11,8.3819998e-04
319,br0319~BeA11,8.3819998e-04
320,br0320~BeA11,8.3819998e-04
321,br0321~BeA11,8.3819998e-04
322,br0322~BeA11,8.3819998e-04
323,br0323~BeA11,8.3819998e-04
324,br0324~BeA11,8.3819998e-04
325,br0325~BeA11,8.3819998e-04
326,br0326~BeA11,8.3819998e-04
327,br0327~BeA11,8.3819998e-04
328,br0328~BeA11,8.3819998e-04
329,br0329~BeA11,8.3819998e-04
330,br0330~BeA11,8.3819998e-04
331,br0331~BeA11,8.3819998e-04
332,br0332~BeA11,8.3819998e-04
333,br0333~BeA11,8.3819998e-04
334,br0334~BeA11,8.3819998e-04
335,br0335~BeA11,8.3819998e-04
336,br0336~BeA11,8.3819998e-04
337,br0337~BeA11,8.3819998e-04
338,br0338~BeA11,8.3819998e-04
339,br0339~BeA11,8.3819998e-04
340,br0340~BeA11,8.3819998e-04
341,br0341~BeA11,8.3819998e-04
342,br0342~BeA11,8.3819998e-04
343,br0343~BeA11,8.3819998e-04
344,br0344~BeA11,8.3819998e-04
345,br0345~BeA11,8.3819998e-04
346,br0346~BeA11,8.3819998e-04
347,br0347~BeA11,8.3819998e-04
348,br0348~BeA11,8.3819998e-04
349,br0349~BeA11,8.3819998e-04
350,br0350~BeA11,8.3819998e-04
351,br0351~BeA11,8.3819998e-04
352,br0352~BeA11,8.3819998e-04
353,br0353~BeA11,8.3819998e-04
354,br0354~BeA11,8.3819998e-04
355,br0355~BeA11,8.3819998e-04
356,br0356~BeA11,8.3819998e-04
357,br0357~BeA11,8.3819998e-04
358,br0358~BeA11,8.3819998e-04
359,br0359~BeA11,8.3819998e-04
360,br0360~BeA11,8.3819998e-04
361,br0361~BeA11,8.3819998e-04
362,br0362~BeA11,8.3819998e-04
363,br0363~BeA11,8.3819998e-04
364,br0364~BeA11,8.3819998e-04
365,br0365~BeA11,8.3819998e-04
366,br0366~BeA11,8.3819998e-04
367,br0367~BeA11,8.3819998e-04
368,br0368~BeA11,8.3819998e-04
369,br0369~BeA11,8.3819998e-04
370,br0370~BeA11,8.3819998e-04
371,br0371~BeA11,8.3819998e-04
372,br0372~BeA11,8.3819998e-04
373,br0373~BeA11,8.3819998e-04
374,br0374~BeA11,8.3819998e-04
375,br0375~BeA11,8.3819998e-04
376,br0376~BeA11,8.3819998e-04
377,br0377~BeA11,8.3819998e-04
378,br0378~BeA11,8.3819998e-04
379,br0379~BeA11,8.3819998e-04
380,br0380~BeA11,8.3819998e-04
381,br0381~BeA11,8.3819998e-04
382,br0382~BeA11,8.3819998e-04
383,br0383~BeA11,8.3819998e-04
384,br0384~BeA11,8.3819998e-04
385,br0385~BeA11,8.3819998e-04
386,br0386~BeA11,8.3819998e-04
387,br0387~BeA11,8.3819998e-04
388,br0388~BeA11,8.3819998e-04
389,br0389~BeA11,8.3819998e-04
390,br0390~BeA11,8.3819998e-04
391,br0391~BeA11,8.3819998e-04
392,br0392~BeA11,8.3819998e-04
393,br0393~BeA11,8.3819998e-04
394,br0394~BeA11,8.3819998e-04
395,br0395~BeA11,8.3819998e-04
396,br0396~BeA11,8.3819998e-04
397,br0397~BeA11,8.3819998e-04
398,br0398~BeA11,8.3819998e-04
399,br0399~BeA11,8.3819998e-04
400,br0400~BeA11,8.3819998e-04
401,br0401~BeA11,8.3819998e-04
402,br0402~BeA11,8.3819998e-04
403,br0403~BeA11,8.3819998e-04
404,br0404~BeA11,8.3819998e-04
405,br0405~BeA11,8.3819998e-04
406,br0406~BeA11,8.3819998e-04
407,br0407~BeA11,8.3819998e-04
408,br0408~BeA11,8.3819998e-04
409,br0409~BeA11,8.3819998e-04
410,br0410~BeA11,8.3819998e-04
411,br0411~BeA11,8.3819998e-04
412,br0412~BeA11,8.3819998e-04
413,br0413~BeA11,8.3819998e-04
414,br0414~BeA11,8.3819998e-04
415,br0415~BeA11,8.3819998e-04
416,br0416~BeA11,8.3819998e-04
417,br0417~BeA11,8.3819998e-04
418,br0418~BeA11,8.3819998e-04
419,br0419~BeA11,8.3819998e-04
420,br0420~BeA11,8.3819998e-04
421,br0421~BeA11,8.3819998e-04
422,br0422~BeA11,8.3819998e-04
423,br0423~BeA11,8.3819998e-04
424,br0424~BeA11,8.3819998e-04
425,br0425~BeA11,8.3819998e-04
426,br0426~BeA11,8.3819998e-04
427,br0427~BeA11,8.3819998e-04
428,br0428~BeA11,8.3819998e-04
429,br0429~BeA11,8.3819998e-04
430,br0430~BeA11,8.3819998e-04
431,br0431~BeA11,8.3819998e-04
432,br0432~BeA11,8.3819998e-04
433,br0433~BeA11,8.3819998e-04
434,br0434~BeA11,8.3819998e-04
435,br0435~BeA11,8.3819998e-04
436,br0436~BeA11,8.3819998e-04
437,br0437~BeA11,8.3819998e-04
438,br0438~BeA11,8.3819998e-04
439,br0439~BeA11,8.3819998e-04
440,br0440~BeA11,8.3819998e-04
441,br0441~BeA11,8.3819998e-04
442,br0442~BeA11,8.3819998e-04
443,br0443~BeA11,8.3819998e-04
444,br0444~BeA11,8.3819998e-04
445,br0445~BeA11,8.3819998e-04
446,br0446~BeA11,8.3819998e-04
447,br0447~BeA11,8.3819998e-04
448,br0448~BeA11,8.3819998e-04
449,br0449~BeA11,8.3819998e-04
450,br0450~BeA11,8.3819998e-04
451,br0451~BeA11,8.3819998e-04
452,br0452~BeA11,8.3819998e-04
453,br0453~BeA11,8.3819998e-04
454,br0454~BeA11,8.3819998e-04
455,br0455~BeA11,8.3819998e-04
456,br0456~BeA11,8.3819998e-04
457,br0457~BeA11,8.3819998e-04
458,br0458~BeA11,8.3819998e-04
459,br0459~BeA11,8.3819998e-04
460,br0460~BeA11,8.3819998e-04
461,br0461~BeA11,8.3819998e-04
462,br0462~BeA11,8.3819998e-04
463,br0463~BeA11,8.3819998e-04
464,br0464~BeA11,8.3819998e-04
465,br0465~BeA11,8.3819998e-04
466,br0466~BeA11,8.3819998e-04
467,br0467~BeA11,8.3819998e-04
468,br0468~BeA11,8.3819998e-04
469,br0469~BeA11,8.3819998e-04
470,br0470~BeA11,8.3819998e-04
471,br0471~BeA11,8.3819998e-04
472,br0472~BeA11,8.3819998e-04
473,br0473~BeA11,8.3819998e-04
474,br0474~BeA11,8.3819998e-04
475,br0475~BeA11,8.3819998e-04
476,br0476~BeA11,8.3819998e-04
477,br0477~BeA11,8.3819998e-04
478,br0478~BeA11,8.3819998e-04
479,br0479~BeA11,8.3819998e-04
480,br0480~BeA11,8.3819998e-04
481,br0481~BeA11,8.3819998e-04
482,br0482~BeA11,8.3819998e-04
483,br0483~BeA11,8.3819998e-04
484,br0484~BeA11,8.3819998e-04
485,br0485~BeA11,8.3819998e-04
486,br0486~BeA11,8.3819998e-04
487,br0487~BeA11,8.3819998e-04
488,br0488~BeA11,8.3819998e-04
489,br0489~BeA11,8.3819998e-04
490,br0490~BeA11,8.3819998e-04
491,br0491~BeA11,8.3819998e-04
492,br0492~BeA11,8.3819998e-04
493,br0493~BeA11,8.3819998e-04
494,br0494~BeA11,8.3819998e-04
495,br0495~BeA11,8.3819998e-04
496,br0496~BeA11,8.3819998e-04
497,br0497~BeA11,8.3819998e-04
498,br0498~BeA11,8.3819998e-04
499,br0499~BeA11,8.3819998e-04
500,br0500~BeA11,8.3819998e-04
501,br0501~BeA11,8.3819998e-04
502,br0502~BeA11,8.3819998e-04
503,br0503~BeA11,8.3819998e-04
504,br0504~BeA11,8.3819998e-04
505,br0505~BeA11,8.3819998e-04
506,br0506~BeA11,8.3819998e-04
507,br0507~BeA11,8.3819998e-04
508,br0508~BeA11,8.3819998e-04
509,br0509~BeA11,8.3819998e-04
510,br0510~BeA11,8.3819998e-04
511,br0511~BeA11,8.3819998e-04
512,br0512~BeA11,8.3819998e-04
513,br0513~BeA11,8.3819998e-04
514,br0514~BeA11,8.3819998e-04
515,br0515~BeA11,8.3819998e-04
516,br0516~BeA11,8.3819998e-04
517,br0517~BeA11,8.3819998e-04
518,br0518~BeA11,8.3819998e-04
519,br0519~BeA11,8.3819998e-04
520,br0520~BeA11,8.3819998e-04
521,br0521~BeA11,8.3819998e-04
522,br0522~BeA11,8.3819998e-04
523,br0523~BeA11,8.3819998e-04
524,br0524~BeA11,8.3819998e-04
525,br0525~BeA11,8.3819998e-04
526,br0526~BeA11,8.3819998e-04
527,br0527~BeA11,8.3819998e-04
528,br0528~BeA11,8.3819998e-04
529,br0529~BeA11,8.3819998e-04
530,br0530~BeA11,8.3819998e-04
531,br0531~BeA11,8.3819998e-04
532,br0532~BeA11,8.3819998e-04
533,br0533~BeA11,8.3819998e-04
534,br0534~BeA11,8.3819998e-04
535,br0535~BeA11,8.3819998e-04
536,br0536~BeA11,8.3819998e-04
537,br0537~BeA11,8.3819998e-04
538,br0538~BeA11,8.3819998e-04
539,br0539~BeA11,8.3819998e-04
540,br0540~BeA11,8.3819998e-04
541,br0541~BeA11,8.3819998e-04
542,br0542~BeA11,8.3819998e-04
543,br0543~BeA11,8.3819998e-04
544,br0544~BeA11,8.3819998e-04
545,br0545~BeA11,8.3819998e-04
546,br0546~BeA11,8.3819998e-04
547,br0547~BeA11,8.3819998e-04
548,br0548~BeA11,8.3819998e-04
549,br0549~BeA11,8.3819998e-04
550,br0550~BeA11,8.3819998e-04
551,br0551~BeA11,8.3819998e-04
552,br0552~BeA11,8.3819998e-04
553,br0553~BeA11,8.3819998e-04
554,br0554~BeA11,8.3819998e-04
555,br0555~BeA11,8.3819998e-04
556,br0556~BeA11,8.3819998e-04
557,br0557~BeA11,8.3819998e-04
558,br0558~BeA11,8.3819998e-04
559,br0559~BeA11,8.3819998e-04
560,br0560~BeA11,8.3819998e-04
561,br0561~BeA11,8.3819998e-04
562,br0562~BeA11,8.3819998e-04
563,br0563~BeA11,8.3819998e-04
564,br0564~BeA11,8.3819998e-04
565,br0565~BeA11,8.3819998e-04
566,br0566~BeA11,8.3819998e-04
567,br0567~BeA11,8.3819998e-04
568,br0568~BeA11,8.3819998e-04
569,br0569~BeA11,8.3819998e-04
570,br0570~BeA11,8.3819998e-04
571,br0571~BeA11,8.3819998e-04
572,br0572~BeA11,8.3819998e-04
573,br0573~BeA11,8.3819998e-04
574,br0574~BeA11,8.3819998e-04
575,br0575~BeA11,8.3819998e-04
576,br0576~BeA11,8.3819998e-04
577,br0577~BeA11,8.3819998e-04
578,br0578~BeA11,8.3819998e-04
579,br0579~BeA11,8.3819998e-04
580,br0580~BeA11,8.3819998e-04
581,br0581~BeA11,8.3819998e-04
582,br0582~BeA11,8.3819998e-04
583,br0583~BeA11,8.3819998e-04
584,br0584~BeA11,8.3819998e-04
585,br0585~BeA11,8.3819998e-04
586,br0586~BeA11,8.3819998e-04
587,br0587~BeA11,8.3819998e-04
588,br0588~BeA11,8.3819998e-04
589,br0589~BeA11,8.3819998e-04
590,br0590~BeA11,8.3819998e-04
591,br0591~BeA11,8.3819998e-04
592,br0592~BeA11,8.3819998e-04
593,br0593~BeA11,8.3819998e-04
594,br0594~BeA11,8.3819998e-04
595,br0595~BeA11,8.3819998e-04
596,br0596~BeA11,8.3819998e-04
597,br0597~BeA11,8.3819998e-04
598,br0598~BeA11,8.3819998e-04
599,br0599~BeA11,8.3819998e-04
600,br0600~BeA11,8.3819998e-04
601,br0601~BeA11,8.3819998e-04
602,br0602~BeA11,8.3819998e-04
603,br0603~BeA11,8.3819998e-04
604,br0604~BeA11,8.3819998e-04
605,br0605~BeA11,8.3819998e-04
606,br0606~BeA11,8.3819998e-04
607,br0607~BeA11,8.3819998e-04
608,br0608~BeA11,8.3819998e-04
609,br0609~BeA11,8.3819998e-04
610,br0610~BeA11,8.3819998e-04
611,br0611~BeA11,8.3819998e-04
612,br0612~BeA11,8.3819998e-04
613,br0613~BeA11,8.3819998e-04
614,br0614~BeA11,8.3819998e-04
615,br0615~BeA11,8.3819998e-04
616,br0616~BeA11,8.3819998e-04
617,br0617~BeA11,8.3819998e-04
618,br0618~BeA11,8.3819998e-04
619,br0619~BeA11,8.3819998e-04
620,br0620~BeA11,8.3819998e-04
621,br0621~BeA11,8.3819998e-04
622,br0622~BeA11,8.3819998e-04
623,br0623~BeA11,8.3819998e-04
624,br0624~BeA11,8.3819998e-04
625,br0625~BeA11,8.3819998e-04
626,br0626~BeA11,8.3819998e-04
627,br0627~BeA11,8.3819998e-04
628,br0628~BeA11,8.3819998e-04
629,br0629~BeA11,8.3819998e-04
630,br0630~BeA11,8.3819998e-04
631,br0631~BeA11,8.3819998e-04
632,br0632~BeA11,8.3819998e-04
633,br0633~BeA11,8.3819998e-04
634,br0634~BeA11,8.3819998e-04
635,br0635~BeA11,8.3819998e-04
636,br0636~BeA11,8.3819998e-04
637,br0637~BeA11,8.3819998e-04
638,br0638~BeA11,8.3819998e-04
639,br0639~BeA11,8.3819998e-04
640,br0640~BeA11,8.3819998e-04
641,br0641~BeA11,8.3819998e-04
642,br0642~BeA11,8.3819998e-04
643,br0643~BeA11,8.3819998e-04
644,br0644~BeA11,8.3819998e-04
645,br0645~BeA11,8.3819998e-04
646,br0646~BeA11,8.3819998e-04
647,br0647~BeA11,8.3819998e-04
648,br0648~BeA11,8.3819998e-04
649,br0649~BeA11,8.3819998e-04
650,br0650~BeA11,8.3819998e-04
651,br0651~BeA11,8.3819998e-04
652,br0652~BeA11,8.3819998e-04
653,br0653~BeA11,8.3819998e-04
654,br0654~BeA11,8.3819998e-04
655,br0655~BeA11,8.3819998e-04
656,br0656~BeA11,8.3819998e-04
657,br0657~BeA11,8.3819998e-04
658,br0658~BeA11,8.3819998e-04
659,br0659~BeA11,8.3819998e-04
660,br0660~BeA11,8.3819998e-04
661,br0661~BeA11,8.3819998e-04
662,br0662~BeA11,8.3819998e-04
663,br0663~BeA11,8.3819998e-04
664,br0664~BeA11,8.3819998e-04
665,br0665~BeA11,8.3819998e-04
666,br0666~BeA11,8.3819998e-04
667,br0667~BeA11,8.3819998e-04
668,br0668~BeA11,8.3819998e-04
669,br0669~BeA11,8.3819998e-04
670,br0670~BeA11,8.3819998e-04
671,br0671~BeA11,8.3819998e-04
672,br0672~BeA11,8.3819998e-04
673,br0673~BeA11,8.3819998e-04
674,br0674~BeA11,8.3819998e-04
675,br0675~BeA11,8.3819998e-04
676,br0676~BeA11,8.3819998e-04
677,br0677~BeA11,8.3819998e-04
678,br0678~BeA11,8.3819998e-04
679,br0679~BeA11,8.3819998e-04
680,br0680~BeA11,8.3819998e-04
681,br0681~BeA11,8.3819998e-04
682,br0682~BeA11,8.3819998e-04
683,br0683~BeA11,8.3819998e-04
684,br0684~BeA11,8.3819998e-04
685,br0685~BeA11,8.3819998e-04
686,br0686~BeA11,8.3819998e-04
687,br0687~BeA11,8.3819998e-04
688,br0688~BeA11,8.3819998e-04
689,br0689~BeA11,8.3819998e-04
690,br0690~BeA11,8.3819998e-04
691,br0691~BeA11,8.3819998e-04
692,br0692~BeA11,8.3819998e-04
693,br0693~BeA11,8.3819998e-04
694,br0694~BeA11,8.3819998e-04
695,br0695~BeA11,8.3819998e-04
696,br0696~BeA11,8.3819998e-04
