#,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.9.0', start_date='2020-10-27T09:52:04', checksum=2089612445, kind='rlz-509', investigation_time=1.0, imt='PGA'"
lon,lat,depth,poe-0.0100000,poe-0.0132162,poe-0.0174668,poe-0.0230845,poe-0.0305090,poe-0.0403213,poe-0.0532894,poe-0.0704284,poe-0.0930796,poe-0.1230160,poe-0.1625805,poe-0.2148697,poe-0.2839763,poe-0.3753090,poe-0.4960161,poe-0.6555452,poe-0.8663821,poe-1.1450285,poe-1.5132935,poe-2.0000000
12.80194,42.52722,0.00000,8.457904E-06,7.749901E-06,6.758709E-06,5.536300E-06,4.208235E-06,2.937155E-06,1.865436E-06,1.069377E-06,5.484606E-07,2.481670E-07,9.566430E-08,2.743714E-08,2.164274E-09,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
12.83333,42.52778,0.00000,8.557196E-06,7.900294E-06,6.959111E-06,5.771230E-06,4.450528E-06,3.156999E-06,2.040932E-06,1.192631E-06,6.246191E-07,2.895690E-07,1.154664E-07,3.576990E-08,3.824105E-09,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
12.84333,42.58611,0.00000,8.528035E-06,7.855759E-06,6.899275E-06,5.700508E-06,4.376992E-06,3.089735E-06,1.986803E-06,1.154310E-06,6.007520E-07,2.764913E-07,1.091623E-07,3.309635E-08,3.288914E-09,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
12.85722,42.51583,0.00000,8.638442E-06,8.026113E-06,7.130518E-06,5.976657E-06,4.667118E-06,3.357898E-06,2.204870E-06,1.310323E-06,6.989524E-07,3.308729E-07,1.356580E-07,4.445398E-08,6.918740E-09,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
12.86306,42.40500,0.00000,8.717613E-06,8.151381E-06,7.304876E-06,6.190149E-06,4.897085E-06,3.575819E-06,2.386541E-06,1.443561E-06,7.849200E-07,3.796710E-07,1.600269E-07,5.516013E-08,1.105678E-08,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
12.88917,42.50306,0.00000,8.738264E-06,8.184525E-06,7.351669E-06,6.248262E-06,4.960572E-06,3.636832E-06,2.438122E-06,1.481923E-06,8.100181E-07,3.941162E-07,1.673408E-07,5.841784E-08,1.233328E-08,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
12.90500,42.46861,0.00000,8.801125E-06,8.286715E-06,7.497802E-06,6.432089E-06,5.163995E-06,3.834858E-06,2.607706E-06,1.609680E-06,8.946880E-07,4.434814E-07,1.926606E-07,6.984265E-08,1.686838E-08,8.876233E-13,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
12.92778,42.27722,0.00000,8.861921E-06,8.387567E-06,7.644967E-06,6.620991E-06,5.377294E-06,4.046727E-06,2.792834E-06,1.751982E-06,9.909130E-07,5.007218E-07,2.226148E-07,8.363231E-08,2.245296E-08,1.068022E-09,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
12.93444,42.71194,0.00000,8.563736E-06,7.910327E-06,6.972649E-06,5.787301E-06,4.467310E-06,3.172418E-06,2.053394E-06,1.201491E-06,6.301612E-07,2.926188E-07,1.169429E-07,3.639876E-08,3.950333E-09,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
12.94889,42.38778,0.00000,8.942606E-06,8.524902E-06,7.850598E-06,6.891833E-06,5.691106E-06,4.366584E-06,3.079634E-06,1.978208E-06,1.147894E-06,5.965513E-07,2.740781E-07,1.079456E-07,3.255803E-08,3.031435E-09,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
12.95417,42.65361,0.00000,8.732922E-06,8.175931E-06,7.339509E-06,6.233125E-06,4.943998E-06,3.620868E-06,2.424596E-06,1.471840E-06,8.034068E-07,3.903026E-07,1.654056E-07,5.755395E-08,1.199403E-08,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
12.96472,42.56500,0.00000,8.881902E-06,8.421185E-06,7.694721E-06,6.685761E-06,5.451462E-06,4.121435E-06,2.859030E-06,1.803577E-06,1.026288E-06,5.220572E-07,2.339343E-07,8.891529E-08,2.462191E-08,1.486122E-09,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
12.96500,42.21583,0.00000,8.893497E-06,8.440809E-06,7.723933E-06,6.724011E-06,5.495518E-06,4.166069E-06,2.898807E-06,1.834759E-06,1.047791E-06,5.351013E-07,2.408947E-07,9.218248E-08,2.597098E-08,1.747134E-09,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
12.96694,42.27389,0.00000,8.951461E-06,8.540244E-06,7.873978E-06,6.923171E-06,5.728054E-06,4.404902E-06,3.114588E-06,2.006256E-06,1.167692E-06,6.088430E-07,2.807912E-07,1.111707E-07,3.392095E-08,3.299096E-09,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
12.98694,42.32417,0.00000,9.019302E-06,8.659787E-06,8.059265E-06,7.175799E-06,6.031042E-06,4.724559E-06,3.411252E-06,2.248453E-06,1.341631E-06,7.187331E-07,3.418642E-07,1.410295E-07,4.676281E-08,7.791597E-09,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
12.99722,42.19722,0.00000,8.941854E-06,8.523602E-06,7.848620E-06,6.889187E-06,5.687993E-06,4.363362E-06,3.076700E-06,1.975858E-06,1.146239E-06,5.955258E-07,2.735191E-07,1.076776E-07,3.244500E-08,3.009266E-09,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
