asset_id,taxonomy,lon,lat,no_damage,DS1,DS2,DS3,DS4,DS5
28,"pre1919rota",12.80194,42.52722,9.99999E-01,3.68911E-07,1.29308E-07,1.49095E-07,1.29108E-07,5.04711E-08
206,"post1981rota",12.80194,42.52722,1.00000E+00,1.24674E-07,1.46222E-08,1.43924E-08,1.25865E-08,3.75176E-09
33,"pre1919rota",12.83333,42.52778,9.99999E-01,3.87477E-07,1.36395E-07,1.57888E-07,1.37740E-07,5.47137E-08
211,"post1981rota",12.83333,42.52778,1.00000E+00,1.32235E-07,1.56001E-08,1.53996E-08,1.35403E-08,4.08210E-09
6,"pre1919rota",12.84333,42.58611,9.99999E-01,3.48643E-07,1.21626E-07,1.39626E-07,1.19927E-07,4.60988E-08
184,"post1981rota",12.84333,42.58611,1.00000E+00,1.16582E-07,1.35872E-08,1.33324E-08,1.15938E-08,3.41661E-09
41,"pre1919rota",12.85722,42.51583,9.99999E-01,4.12201E-07,1.45907E-07,1.69768E-07,1.49529E-07,6.06136E-08
219,"post1981rota",12.85722,42.51583,1.00000E+00,1.42488E-07,1.69370E-08,1.67816E-08,1.48570E-08,4.54314E-09
40,"pre1919rota",12.86306,42.40500,9.99999E-01,5.12330E-07,1.85315E-07,2.19932E-07,2.00924E-07,8.78421E-08
218,"post1981rota",12.86306,42.40500,1.00000E+00,1.86331E-07,2.27972E-08,2.29089E-08,2.08107E-08,6.70471E-09
38,"pre1919rota",12.88917,42.50306,9.99999E-01,4.44974E-07,1.58648E-07,1.85818E-07,1.65683E-07,6.88881E-08
216,"post1981rota",12.88917,42.50306,1.00000E+00,1.56406E-07,1.87713E-08,1.86869E-08,1.66870E-08,5.19280E-09
19,"pre1919rota",12.90500,42.46861,9.99999E-01,4.89516E-07,1.76208E-07,2.08201E-07,1.88658E-07,8.10784E-08
197,"post1981rota",12.90500,42.46861,1.00000E+00,1.75974E-07,2.13901E-08,2.14261E-08,1.93500E-08,6.15980E-09
42,"pre1919rota",12.92778,42.27722,9.99998E-01,7.00169E-07,2.63304E-07,3.23716E-07,3.15378E-07,1.57452E-07
220,"post1981rota",12.92778,42.27722,1.00000E+00,2.80598E-07,3.61530E-08,3.72566E-08,3.54307E-08,1.25254E-08
4,"pre1919rota",12.93444,42.71194,9.99999E-01,2.93250E-07,1.00928E-07,1.14423E-07,9.59989E-08,3.51400E-08
182,"post1981rota",12.93444,42.71194,1.00000E+00,9.51895E-08,1.08951E-08,1.05963E-08,9.06562E-09,2.58438E-09
22,"pre1919rota",12.94889,42.38778,9.99999E-01,6.15753E-07,2.27566E-07,2.75415E-07,2.60796E-07,1.22833E-07
200,"post1981rota",12.94889,42.38778,1.00000E+00,2.36110E-07,2.97310E-08,3.02994E-08,2.82395E-08,9.58617E-09
2,"pre1919rota",12.95417,42.65361,9.99999E-01,3.45707E-07,1.20518E-07,1.38266E-07,1.18616E-07,4.54814E-08
180,"post1981rota",12.95417,42.65361,1.00000E+00,1.15422E-07,1.34394E-08,1.31814E-08,1.14530E-08,3.36942E-09
29,"pre1919rota",12.96472,42.56500,9.99999E-01,4.33078E-07,1.54006E-07,1.79952E-07,1.59749E-07,6.58236E-08
207,"post1981rota",12.96472,42.56500,1.00000E+00,1.51310E-07,1.80971E-08,1.79855E-08,1.60114E-08,4.95179E-09
20,"pre1919rota",12.96500,42.21583,9.99998E-01,8.04599E-07,3.09242E-07,3.87717E-07,3.91274E-07,2.10037E-07
198,"post1981rota",12.96500,42.21583,1.00000E+00,3.41512E-07,4.52821E-08,4.73183E-08,4.61478E-08,1.71673E-08
30,"pre1919rota",12.96694,42.27389,9.99998E-01,7.60393E-07,2.89549E-07,3.60012E-07,3.57925E-07,1.86301E-07
208,"post1981rota",12.96694,42.27389,1.00000E+00,3.14857E-07,4.12410E-08,4.28408E-08,4.13349E-08,1.50446E-08
26,"pre1919rota",12.98694,42.32417,9.99998E-01,7.35569E-07,2.78651E-07,3.44854E-07,3.40001E-07,1.73976E-07
204,"post1981rota",12.98694,42.32417,1.00000E+00,3.00468E-07,3.90904E-08,4.04739E-08,3.88208E-08,1.39634E-08
15,"pre1919rota",12.99722,42.19722,9.99998E-01,8.72872E-07,3.40439E-07,4.32467E-07,4.46755E-07,2.51558E-07
193,"post1981rota",12.99722,42.19722,9.99999E-01,3.85529E-07,5.21030E-08,5.49497E-08,5.44879E-08,2.09590E-08
35,"pre1919rota",12.99861,42.19167,9.99998E-01,8.78793E-07,3.43193E-07,4.36469E-07,4.51816E-07,2.55465E-07
213,"post1981rota",12.99861,42.19167,9.99999E-01,3.89526E-07,5.27310E-08,5.56566E-08,5.52681E-08,2.13199E-08
1,"pre1919rota",13.01361,42.72056,9.99999E-01,3.11545E-07,1.07713E-07,1.22629E-07,1.03689E-07,3.85601E-08
179,"post1981rota",13.01361,42.72056,1.00000E+00,1.02118E-07,1.17578E-08,1.14685E-08,9.86363E-09,2.84171E-09
43,"pre1919rota",13.02028,42.24056,9.99998E-01,8.78926E-07,3.43255E-07,4.36559E-07,4.51930E-07,2.55553E-07
221,"post1981rota",13.02028,42.24056,9.99999E-01,3.89616E-07,5.27451E-08,5.56725E-08,5.52857E-08,2.13280E-08
21,"pre1919rota",13.02306,42.39472,9.99998E-01,6.88800E-07,2.58422E-07,3.17041E-07,3.07693E-07,1.52392E-07
199,"post1981rota",13.02306,42.39472,1.00000E+00,2.74370E-07,3.52403E-08,3.62606E-08,3.43879E-08,1.20878E-08
5,"pre1919rota",13.03944,42.88028,1.00000E+00,2.13085E-07,7.17505E-08,7.97017E-08,6.43321E-08,2.16983E-08
183,"post1981rota",13.03944,42.88028,1.00000E+00,6.60351E-08,7.33928E-09,7.03513E-09,5.85935E-09,1.58017E-09
25,"pre1919rota",13.03972,42.17722,9.99997E-01,9.64523E-07,3.84012E-07,4.96846E-07,5.30204E-07,3.19110E-07
203,"post1981rota",13.03972,42.17722,9.99999E-01,4.51255E-07,6.26306E-08,6.69066E-08,6.78968E-08,2.73645E-08
31,"pre1919rota",13.04611,42.22750,9.99997E-01,9.37332E-07,3.70863E-07,4.77176E-07,5.04242E-07,2.97444E-07
209,"post1981rota",13.04611,42.22750,9.99999E-01,4.30855E-07,5.93202E-08,6.31250E-08,6.36143E-08,2.52816E-08
24,"pre1919rota",13.04861,42.13833,9.99997E-01,9.98010E-07,4.00491E-07,5.21808E-07,5.63753E-07,3.47945E-07
202,"post1981rota",13.04861,42.13833,9.99999E-01,4.77565E-07,6.69543E-08,7.18733E-08,7.35737E-08,3.01720E-08
32,"pre1919rota",13.05556,42.45222,9.99998E-01,6.38396E-07,2.37038E-07,2.88092E-07,2.74900E-07,1.31527E-07
210,"post1981rota",13.05556,42.45222,1.00000E+00,2.47674E-07,3.13802E-08,3.20761E-08,3.00582E-08,1.03159E-08
18,"pre1919rota",13.05972,42.40750,9.99998E-01,7.10065E-07,2.67572E-07,3.29570E-07,3.22154E-07,1.61952E-07
196,"post1981rota",13.05972,42.40750,1.00000E+00,2.86079E-07,3.69594E-08,3.81380E-08,3.63563E-08,1.29156E-08
37,"pre1919rota",13.06861,42.29611,9.99998E-01,8.91914E-07,3.49324E-07,4.45412E-07,4.63181E-07,2.64313E-07
215,"post1981rota",13.06861,42.29611,9.99999E-01,3.98492E-07,5.41449E-08,5.72508E-08,5.70325E-08,2.21395E-08
34,"pre1919rota",13.07000,42.15833,9.99997E-01,1.03418E-06,4.18672E-07,5.49763E-07,6.02143E-07,3.82275E-07
212,"post1981rota",13.07000,42.15833,9.99999E-01,5.07655E-07,7.19788E-08,7.76880E-08,8.03080E-08,3.35974E-08
14,"pre1919rota",13.07944,42.41806,9.99998E-01,7.14031E-07,2.69287E-07,3.31928E-07,3.24893E-07,1.63781E-07
192,"post1981rota",13.07944,42.41806,1.00000E+00,2.88291E-07,3.72858E-08,3.84951E-08,3.67320E-08,1.30746E-08
8,"pre1919rota",13.08722,43.03667,1.00000E+00,1.48856E-07,4.90852E-08,5.34711E-08,4.15938E-08,1.29952E-08
186,"post1981rota",13.08722,43.03667,1.00000E+00,4.42569E-08,4.78624E-09,4.52681E-09,3.67837E-09,9.43392E-10
81,"pre1919rota",13.08806,42.10083,9.99997E-01,1.08076E-06,4.42753E-07,5.87518E-07,6.55424E-07,4.32027E-07
259,"post1981rota",13.08806,42.10083,9.99999E-01,5.49369E-07,7.90732E-08,8.59640E-08,9.00201E-08,3.86530E-08
10,"pre1919rota",13.08806,42.93222,1.00000E+00,1.94187E-07,6.50102E-08,7.18253E-08,5.73819E-08,1.89427E-08
188,"post1981rota",13.08806,42.93222,1.00000E+00,5.94736E-08,6.55958E-09,6.26409E-09,5.18102E-09,1.37754E-09
3,"pre1919rota",13.09389,42.79583,9.99999E-01,2.77055E-07,9.49603E-08,1.07247E-07,8.93371E-08,3.22261E-08
181,"post1981rota",13.09389,42.79583,1.00000E+00,8.91434E-08,1.01478E-08,9.84328E-09,8.38052E-09,2.36577E-09
39,"pre1919rota",13.09667,42.52611,9.99999E-01,5.61397E-07,2.05159E-07,2.45774E-07,2.28423E-07,1.03466E-07
217,"post1981rota",13.09667,42.52611,1.00000E+00,2.09332E-07,2.59647E-08,2.62666E-08,2.41527E-08,7.97465E-09
27,"pre1919rota",13.12639,42.26611,9.99997E-01,1.03094E-06,4.17027E-07,5.47215E-07,5.98607E-07,3.79060E-07
205,"post1981rota",13.12639,42.26611,9.99999E-01,5.04885E-07,7.15130E-08,7.71472E-08,7.96786E-08,3.32744E-08
16,"pre1919rota",13.13528,42.51389,9.99999E-01,6.04672E-07,2.22961E-07,2.69283E-07,2.54029E-07,1.18716E-07
194,"post1981rota",13.13528,42.51389,1.00000E+00,2.30540E-07,2.89416E-08,2.94512E-08,2.73750E-08,9.24197E-09
9,"pre1919rota",13.13861,42.94583,1.00000E+00,1.94147E-07,6.49962E-08,7.18090E-08,5.73676E-08,1.89371E-08
187,"post1981rota",13.13861,42.94583,1.00000E+00,5.94600E-08,6.55798E-09,6.26250E-09,5.17963E-09,1.37712E-09
