asset_id,taxonomy,lon,lat,no_damage,DS1,DS2,DS3,DS4,DS5
28,"pre1919rota",12.80194,42.52722,1.00000E+00,9.80410E-08,3.22911E-08,3.51277E-08,2.72310E-08,8.41322E-09
206,"post1981rota",12.80194,42.52722,1.00000E+00,2.90454E-08,3.13265E-09,2.95819E-09,2.39582E-09,6.09270E-10
33,"pre1919rota",12.83333,42.52778,1.00000E+00,1.10344E-07,3.65902E-08,4.00615E-08,3.14485E-08,9.99223E-09
211,"post1981rota",12.83333,42.52778,1.00000E+00,3.31399E-08,3.60772E-09,3.42281E-09,2.79670E-09,7.24793E-10
6,"pre1919rota",12.84333,42.58611,1.00000E+00,1.06508E-07,3.52448E-08,3.85123E-08,3.01152E-08,9.48541E-09
184,"post1981rota",12.84333,42.58611,1.00000E+00,3.18521E-08,3.45752E-09,3.27553E-09,2.66900E-09,6.87613E-10
41,"pre1919rota",12.85722,42.51583,1.00000E+00,1.22194E-07,4.07674E-08,4.48937E-08,3.56394E-08,1.16061E-08
219,"post1981rota",12.85722,42.51583,1.00000E+00,3.71585E-08,4.07914E-09,3.88627E-09,3.20037E-09,8.43256E-10
40,"pre1919rota",12.86306,42.40500,1.00000E+00,1.35725E-07,4.55768E-08,5.04969E-08,4.05576E-08,1.35380E-08
218,"post1981rota",12.86306,42.40500,1.00000E+00,4.18227E-08,4.63120E-09,4.43122E-09,3.67828E-09,9.85207E-10
38,"pre1919rota",12.88917,42.50306,1.00000E+00,1.39642E-07,4.69770E-08,5.21359E-08,4.20077E-08,1.41150E-08
216,"post1981rota",12.88917,42.50306,1.00000E+00,4.31880E-08,4.79376E-09,4.59211E-09,3.82000E-09,1.02764E-09
19,"pre1919rota",12.90500,42.46861,1.00000E+00,1.52757E-07,5.16892E-08,5.76766E-08,4.69464E-08,1.61042E-08
197,"post1981rota",12.90500,42.46861,1.00000E+00,4.78069E-08,5.34676E-09,5.14080E-09,4.30541E-09,1.17401E-09
42,"pre1919rota",12.92778,42.27722,1.00000E+00,1.67484E-07,5.70253E-08,6.39957E-08,5.26458E-08,1.84437E-08
220,"post1981rota",12.92778,42.27722,1.00000E+00,5.30817E-08,5.98387E-09,5.77542E-09,4.87054E-09,1.34637E-09
4,"pre1919rota",12.93444,42.71194,1.00000E+00,1.11233E-07,3.69023E-08,4.04214E-08,3.17590E-08,1.01107E-08
182,"post1981rota",12.93444,42.71194,1.00000E+00,3.34391E-08,3.64267E-09,3.45711E-09,2.82649E-09,7.33486E-10
22,"pre1919rota",12.94889,42.38778,1.00000E+00,1.91092E-07,6.56861E-08,7.43733E-08,6.22257E-08,2.26086E-08
200,"post1981rota",12.94889,42.38778,1.00000E+00,6.18218E-08,7.06017E-09,6.85828E-09,5.85352E-09,1.65932E-09
