asset_id,taxonomy,lon,lat,no_damage,DS1,DS2,DS3,DS4,DS5
28,"pre1919rota",12.80194,42.52722,1.00000E+00,9.74141E-08,3.45750E-08,4.03224E-08,3.56505E-08,1.45205E-08
206,"post1981rota",12.80194,42.52722,1.00000E+00,3.38480E-08,4.03401E-09,4.00134E-09,3.54822E-09,1.08678E-09
33,"pre1919rota",12.83333,42.52778,1.00000E+00,1.01901E-07,3.63251E-08,4.25338E-08,3.78905E-08,1.56908E-08
211,"post1981rota",12.83333,42.52778,1.00000E+00,3.57744E-08,4.28950E-09,4.26765E-09,3.80578E-09,1.17980E-09
6,"pre1919rota",12.84333,42.58611,1.00000E+00,9.24833E-08,3.26665E-08,3.79286E-08,3.32633E-08,1.33312E-08
184,"post1981rota",12.84333,42.58611,1.00000E+00,3.17857E-08,3.76455E-09,3.72278E-09,3.28323E-09,9.94869E-10
41,"pre1919rota",12.85722,42.51583,1.00000E+00,1.07842E-07,3.86622E-08,4.55078E-08,4.09376E-08,1.73135E-08
219,"post1981rota",12.85722,42.51583,1.00000E+00,3.83766E-08,4.63764E-09,4.63193E-09,4.16042E-09,1.30935E-09
40,"pre1919rota",12.86306,42.40500,1.00000E+00,1.31557E-07,4.82182E-08,5.79123E-08,5.40634E-08,2.46870E-08
218,"post1981rota",12.86306,42.40500,1.00000E+00,4.93814E-08,6.14629E-09,6.22775E-09,5.74259E-09,1.90587E-09
38,"pre1919rota",12.88917,42.50306,1.00000E+00,1.15661E-07,4.17722E-08,4.95018E-08,4.50911E-08,1.95808E-08
216,"post1981rota",12.88917,42.50306,1.00000E+00,4.18927E-08,5.11341E-09,5.13226E-09,4.65166E-09,1.49146E-09
19,"pre1919rota",12.90500,42.46861,1.00000E+00,1.26195E-07,4.60251E-08,5.50309E-08,5.09554E-08,2.28868E-08
197,"post1981rota",12.90500,42.46861,1.00000E+00,4.68026E-08,5.78766E-09,5.84601E-09,5.36016E-09,1.75912E-09
42,"pre1919rota",12.92778,42.27722,1.00000E+00,1.74702E-07,6.66166E-08,8.29215E-08,8.25867E-08,4.31030E-08
220,"post1981rota",12.92778,42.27722,1.00000E+00,7.25568E-08,9.51663E-09,9.89162E-09,9.55315E-09,3.48273E-09
4,"pre1919rota",12.93444,42.71194,1.00000E+00,7.88686E-08,2.74747E-08,3.14972E-08,2.69796E-08,1.03082E-08
182,"post1981rota",12.93444,42.71194,1.00000E+00,2.62820E-08,3.05661E-09,2.99610E-09,2.60025E-09,7.63111E-10
22,"pre1919rota",12.94889,42.38778,1.00000E+00,1.55520E-07,5.82640E-08,7.13798E-08,6.90819E-08,3.39859E-08
200,"post1981rota",12.94889,42.38778,1.00000E+00,6.16826E-08,7.90399E-09,8.12302E-09,7.68588E-09,2.68825E-09
2,"pre1919rota",12.95417,42.65361,1.00000E+00,9.17669E-08,3.23905E-08,3.75837E-08,3.29216E-08,1.31631E-08
180,"post1981rota",12.95417,42.65361,1.00000E+00,3.14894E-08,3.72603E-09,3.68307E-09,3.24561E-09,9.81938E-10
29,"pre1919rota",12.96472,42.56500,1.00000E+00,1.12830E-07,4.06417E-08,4.80451E-08,4.35681E-08,1.87421E-08
207,"post1981rota",12.96472,42.56500,1.00000E+00,4.06074E-08,4.93879E-09,4.94830E-09,4.47050E-09,1.42396E-09
20,"pre1919rota",12.96500,42.21583,9.99999E-01,1.98017E-07,7.71942E-08,9.80073E-08,1.01117E-07,5.67001E-08
198,"post1981rota",12.96500,42.21583,1.00000E+00,8.72723E-08,1.17797E-08,1.24144E-08,1.22917E-08,4.70992E-09
30,"pre1919rota",12.96694,42.27389,1.00000E+00,1.88210E-07,7.26846E-08,9.15099E-08,9.30101E-08,5.05639E-08
208,"post1981rota",12.96694,42.27389,1.00000E+00,8.08507E-08,1.07797E-08,1.12930E-08,1.10612E-08,4.14564E-09
26,"pre1919rota",12.98694,42.32417,1.00000E+00,1.82661E-07,7.01721E-08,8.79324E-08,8.86292E-08,4.73837E-08
204,"post1981rota",12.98694,42.32417,1.00000E+00,7.73739E-08,1.02468E-08,1.07001E-08,1.04203E-08,3.86174E-09
15,"pre1919rota",12.99722,42.19722,9.99999E-01,2.12988E-07,8.42682E-08,1.08409E-07,1.14497E-07,6.73963E-08
193,"post1981rota",12.99722,42.19722,1.00000E+00,9.78200E-08,1.34604E-08,1.43188E-08,1.44193E-08,5.72010E-09
35,"pre1919rota",12.99861,42.19167,9.99999E-01,2.14277E-07,8.48887E-08,1.09334E-07,1.15711E-07,6.83992E-08
213,"post1981rota",12.99861,42.19167,1.00000E+00,9.87743E-08,1.36146E-08,1.44946E-08,1.46178E-08,5.81603E-09
