asset_id,taxonomy,lon,lat,no_damage,DS1,DS2,DS3,DS4,DS5
28,"pre1919rota",12.80194,42.52722,1.00000E+00,2.23184E-07,7.73379E-08,8.82265E-08,7.48783E-08,2.80595E-08
206,"post1981rota",12.80194,42.52722,1.00000E+00,7.35039E-08,8.48774E-09,8.29055E-09,7.14878E-09,2.07041E-09
33,"pre1919rota",12.83333,42.52778,9.99999E-01,2.45568E-07,8.57625E-08,9.85484E-08,8.47825E-08,3.26864E-08
211,"post1981rota",12.83333,42.52778,1.00000E+00,8.22934E-08,9.60307E-09,9.42850E-09,8.20751E-09,2.42346E-09
6,"pre1919rota",12.84333,42.58611,9.99999E-01,2.36889E-07,8.24838E-08,9.45188E-08,8.08962E-08,3.08558E-08
184,"post1981rota",12.84333,42.58611,1.00000E+00,7.88575E-08,9.16541E-09,8.98120E-09,7.79015E-09,2.28359E-09
41,"pre1919rota",12.85722,42.51583,9.99999E-01,2.67948E-07,9.42875E-08,1.09099E-07,9.50749E-08,3.76254E-08
219,"post1981rota",12.85722,42.51583,1.00000E+00,9.13181E-08,1.07625E-08,1.06181E-08,9.32455E-09,2.80193E-09
40,"pre1919rota",12.86306,42.40500,9.99999E-01,2.95715E-07,1.05007E-07,1.22515E-07,1.08408E-07,4.42347E-08
218,"post1981rota",12.86306,42.40500,1.00000E+00,1.02865E-07,1.22675E-08,1.21721E-08,1.08004E-08,3.31240E-09
38,"pre1919rota",12.88917,42.50306,9.99999E-01,2.99954E-07,1.06657E-07,1.24598E-07,1.10513E-07,4.53300E-08
216,"post1981rota",12.88917,42.50306,1.00000E+00,1.04677E-07,1.25074E-08,1.24221E-08,1.10417E-08,3.39937E-09
19,"pre1919rota",12.90500,42.46861,9.99999E-01,3.26676E-07,1.17149E-07,1.37928E-07,1.24137E-07,5.25554E-08
197,"post1981rota",12.90500,42.46861,1.00000E+00,1.16330E-07,1.40635E-08,1.40489E-08,1.26233E-08,3.97570E-09
42,"pre1919rota",12.92778,42.27722,9.99999E-01,3.39131E-07,1.22091E-07,1.44261E-07,1.30701E-07,5.61187E-08
220,"post1981rota",12.92778,42.27722,1.00000E+00,1.21898E-07,1.48149E-08,1.48382E-08,1.33968E-08,4.26151E-09
4,"pre1919rota",12.93444,42.71194,9.99999E-01,2.41803E-07,8.43385E-08,9.67963E-08,8.30897E-08,3.18866E-08
182,"post1981rota",12.93444,42.71194,1.00000E+00,8.07987E-08,9.41242E-09,9.23353E-09,8.02540E-09,2.36232E-09
22,"pre1919rota",12.94889,42.38778,9.99999E-01,3.89770E-07,1.42527E-07,1.70821E-07,1.58857E-07,7.19805E-08
200,"post1981rota",12.94889,42.38778,1.00000E+00,1.45478E-07,1.80520E-08,1.82644E-08,1.67970E-08,5.54553E-09
2,"pre1919rota",12.95417,42.65361,9.99999E-01,2.91983E-07,1.03557E-07,1.20689E-07,1.06571E-07,4.32908E-08
180,"post1981rota",12.95417,42.65361,1.00000E+00,1.01280E-07,1.20586E-08,1.19551E-08,1.05916E-08,3.23800E-09
29,"pre1919rota",12.96472,42.56500,9.99999E-01,3.52283E-07,1.27345E-07,1.51033E-07,1.37784E-07,6.00218E-08
207,"post1981rota",12.96472,42.56500,1.00000E+00,1.27874E-07,1.56271E-08,1.56939E-08,1.42397E-08,4.57572E-09
20,"pre1919rota",12.96500,42.21583,9.99999E-01,3.42931E-07,1.23605E-07,1.46209E-07,1.32732E-07,5.72315E-08
198,"post1981rota",12.96500,42.21583,1.00000E+00,1.23614E-07,1.50476E-08,1.50831E-08,1.36376E-08,4.35097E-09
30,"pre1919rota",12.96694,42.27389,9.99999E-01,3.80535E-07,1.38758E-07,1.65878E-07,1.53541E-07,6.89157E-08
208,"post1981rota",12.96694,42.27389,1.00000E+00,1.41061E-07,1.74390E-08,1.76125E-08,1.61450E-08,5.29600E-09
26,"pre1919rota",12.98694,42.32417,9.99999E-01,4.28137E-07,1.58392E-07,1.91849E-07,1.81856E-07,8.56026E-08
204,"post1981rota",12.98694,42.32417,1.00000E+00,1.64428E-07,2.07146E-08,2.11115E-08,1.96707E-08,6.66253E-09
15,"pre1919rota",12.99722,42.19722,9.99999E-01,3.60871E-07,1.30796E-07,1.55503E-07,1.42495E-07,6.26506E-08
193,"post1981rota",12.99722,42.19722,1.00000E+00,1.31832E-07,1.61680E-08,1.62654E-08,1.48050E-08,4.78801E-09
35,"pre1919rota",12.99861,42.19167,9.99999E-01,3.57694E-07,1.29518E-07,1.53845E-07,1.40745E-07,6.16707E-08
213,"post1981rota",12.99861,42.19167,1.00000E+00,1.30362E-07,1.59669E-08,1.60528E-08,1.45945E-08,4.70882E-09
1,"pre1919rota",13.01361,42.72056,9.99999E-01,2.88426E-07,1.02177E-07,1.18957E-07,1.04840E-07,4.24281E-08
179,"post1981rota",13.01361,42.72056,1.00000E+00,9.97880E-08,1.18634E-08,1.17532E-08,1.03996E-08,3.17147E-09
43,"pre1919rota",13.02028,42.24056,9.99999E-01,4.21437E-07,1.55597E-07,1.88118E-07,1.77730E-07,8.31148E-08
221,"post1981rota",13.02028,42.24056,1.00000E+00,1.61047E-07,2.02355E-08,2.05974E-08,1.91487E-08,6.45745E-09
21,"pre1919rota",13.02306,42.39472,9.99999E-01,4.92233E-07,1.85670E-07,2.28868E-07,2.23975E-07,1.12767E-07
199,"post1981rota",13.02306,42.39472,1.00000E+00,1.98703E-07,2.56933E-08,2.65221E-08,2.52973E-08,8.99462E-09
5,"pre1919rota",13.03944,42.88028,1.00000E+00,1.81994E-07,6.21028E-08,6.98356E-08,5.76653E-08,2.03502E-08
183,"post1981rota",13.03944,42.88028,1.00000E+00,5.79409E-08,6.54990E-09,6.33022E-09,5.35131E-09,1.48625E-09
25,"pre1919rota",13.03972,42.17722,9.99999E-01,3.85012E-07,1.40583E-07,1.68268E-07,1.56108E-07,7.03915E-08
203,"post1981rota",13.03972,42.17722,1.00000E+00,1.43195E-07,1.77349E-08,1.79270E-08,1.64592E-08,5.41607E-09
31,"pre1919rota",13.04611,42.22750,9.99999E-01,4.41141E-07,1.63844E-07,1.99161E-07,1.90021E-07,9.07062E-08
209,"post1981rota",13.04611,42.22750,1.00000E+00,1.71124E-07,2.16736E-08,2.21472E-08,2.07365E-08,7.09625E-09
24,"pre1919rota",13.04861,42.13833,9.99999E-01,3.53581E-07,1.27866E-07,1.51707E-07,1.38492E-07,6.04152E-08
202,"post1981rota",13.04861,42.13833,1.00000E+00,1.28470E-07,1.57083E-08,1.57797E-08,1.43244E-08,4.60746E-09
32,"pre1919rota",13.05556,42.45222,9.99999E-01,5.27347E-07,2.01062E-07,2.50247E-07,2.49189E-07,1.30005E-07
210,"post1981rota",13.05556,42.45222,1.00000E+00,2.18948E-07,2.87131E-08,2.98423E-08,2.88173E-08,1.05029E-08
18,"pre1919rota",13.05972,42.40750,9.99999E-01,5.49332E-07,2.10874E-07,2.64066E-07,2.65835E-07,1.41777E-07
196,"post1981rota",13.05972,42.40750,1.00000E+00,2.32223E-07,3.07237E-08,3.20678E-08,3.12030E-08,1.15446E-08
37,"pre1919rota",13.06861,42.29611,9.99999E-01,5.30799E-07,2.02594E-07,2.52394E-07,2.51757E-07,1.31801E-07
215,"post1981rota",13.06861,42.29611,1.00000E+00,2.21001E-07,2.90224E-08,3.01839E-08,2.91822E-08,1.06613E-08
34,"pre1919rota",13.07000,42.15833,9.99999E-01,3.94285E-07,1.44377E-07,1.73254E-07,1.61487E-07,7.35081E-08
212,"post1981rota",13.07000,42.15833,1.00000E+00,1.47658E-07,1.83555E-08,1.85877E-08,1.71212E-08,5.67015E-09
14,"pre1919rota",13.07944,42.41806,9.99998E-01,5.80260E-07,2.24921E-07,2.84114E-07,2.90477E-07,1.59803E-07
192,"post1981rota",13.07944,42.41806,1.00000E+00,2.51768E-07,3.37284E-08,3.54155E-08,3.48319E-08,1.31618E-08
8,"pre1919rota",13.08722,43.03667,1.00000E+00,1.10192E-07,3.64279E-08,3.97671E-08,3.10381E-08,9.73450E-09
186,"post1981rota",13.08722,43.03667,1.00000E+00,3.28869E-08,3.56486E-09,3.37483E-09,2.74623E-09,7.05458E-10
81,"pre1919rota",13.08806,42.10083,9.99999E-01,3.43847E-07,1.23971E-07,1.46680E-07,1.33223E-07,5.75015E-08
259,"post1981rota",13.08806,42.10083,1.00000E+00,1.24029E-07,1.51039E-08,1.51424E-08,1.36959E-08,4.37270E-09
10,"pre1919rota",13.08806,42.93222,1.00000E+00,1.63174E-07,5.52683E-08,6.17263E-08,5.03280E-08,1.73230E-08
188,"post1981rota",13.08806,42.93222,1.00000E+00,5.11691E-08,5.73004E-09,5.51270E-09,4.62202E-09,1.26314E-09
3,"pre1919rota",13.09389,42.79583,9.99999E-01,2.70233E-07,9.51639E-08,1.10190E-07,9.61483E-08,3.81479E-08
181,"post1981rota",13.09389,42.79583,1.00000E+00,9.22533E-08,1.08835E-08,1.07425E-08,9.44201E-09,2.84206E-09
39,"pre1919rota",13.09667,42.52611,9.99999E-01,5.49252E-07,2.10839E-07,2.64015E-07,2.65774E-07,1.41733E-07
217,"post1981rota",13.09667,42.52611,1.00000E+00,2.32174E-07,3.07163E-08,3.20595E-08,3.11941E-08,1.15407E-08
27,"pre1919rota",13.12639,42.26611,9.99998E-01,5.91890E-07,2.30278E-07,2.91842E-07,3.00141E-07,1.67179E-07
205,"post1981rota",13.12639,42.26611,1.00000E+00,2.59428E-07,3.49244E-08,3.67587E-08,3.63104E-08,1.38457E-08
16,"pre1919rota",13.13528,42.51389,9.99998E-01,6.21359E-07,2.44054E-07,3.11938E-07,3.25691E-07,1.87215E-07
194,"post1981rota",13.13528,42.51389,1.00000E+00,2.79611E-07,3.81136E-08,4.03592E-08,4.03083E-08,1.57237E-08
9,"pre1919rota",13.13861,42.94583,1.00000E+00,1.66152E-07,5.63450E-08,6.29990E-08,5.14724E-08,1.77905E-08
187,"post1981rota",13.13861,42.94583,1.00000E+00,5.22311E-08,5.85802E-09,5.64004E-09,4.73523E-09,1.29757E-09
36,"pre1919rota",13.14611,42.21056,9.99999E-01,5.45681E-07,2.09235E-07,2.61747E-07,2.63022E-07,1.39766E-07
214,"post1981rota",13.14611,42.21056,1.00000E+00,2.29985E-07,3.03830E-08,3.16898E-08,3.07964E-08,1.13661E-08
7,"pre1919rota",13.15500,42.89583,1.00000E+00,2.05995E-07,7.09372E-08,8.04554E-08,6.75332E-08,2.47124E-08
185,"post1981rota",13.15500,42.89583,1.00000E+00,6.69111E-08,7.66064E-09,7.45096E-09,6.37434E-09,1.81598E-09
23,"pre1919rota",13.16000,42.61917,9.99999E-01,5.42702E-07,2.07901E-07,2.59862E-07,2.60742E-07,1.38142E-07
201,"post1981rota",13.16000,42.61917,1.00000E+00,2.28168E-07,3.01070E-08,3.13840E-08,3.04678E-08,1.12220E-08
141,"pre1919rota",13.20750,42.10306,9.99999E-01,4.31899E-07,1.59965E-07,1.93954E-07,1.84199E-07,8.70590E-08
319,"post1981rota",13.20750,42.10306,1.00000E+00,1.66352E-07,2.09895E-08,2.14080E-08,1.99753E-08,6.78608E-09
69,"pre1919rota",13.23222,42.45972,9.99997E-01,8.28101E-07,3.52240E-07,4.83074E-07,5.70549E-07,4.22450E-07
247,"post1981rota",13.23222,42.45972,9.99999E-01,4.71757E-07,7.11330E-08,7.90724E-08,8.61557E-08,4.00590E-08
17,"pre1919rota",13.23556,42.19444,9.99998E-01,6.22555E-07,2.44620E-07,3.12771E-07,3.26762E-07,1.88072E-07
195,"post1981rota",13.23556,42.19444,1.00000E+00,2.80456E-07,3.82482E-08,4.05117E-08,4.04787E-08,1.58046E-08
111,"pre1919rota",13.24611,42.52444,9.99997E-01,8.01583E-07,3.36752E-07,4.56818E-07,5.29424E-07,3.77062E-07
289,"post1981rota",13.24611,42.52444,9.99999E-01,4.39338E-07,6.52318E-08,7.19789E-08,7.74016E-08,3.50551E-08
12,"pre1919rota",13.24806,42.69583,9.99999E-01,5.06550E-07,1.91905E-07,2.37485E-07,2.34060E-07,1.19574E-07
190,"post1981rota",13.24806,42.69583,1.00000E+00,2.06821E-07,2.68974E-08,2.78427E-08,2.66915E-08,9.58780E-09
151,"pre1919rota",13.25167,42.07028,9.99999E-01,4.03885E-07,1.48325E-07,1.78464E-07,1.67145E-07,7.68214E-08
329,"post1981rota",13.25167,42.07028,1.00000E+00,1.52336E-07,1.90094E-08,1.92853E-08,1.78226E-08,5.94099E-09
147,"pre1919rota",13.25583,42.37417,9.99997E-01,8.92542E-07,3.94035E-07,5.58288E-07,6.97476E-07,5.80578E-07
325,"post1981rota",13.25583,42.37417,9.99999E-01,5.73363E-07,9.04997E-08,1.02841E-07,1.16556E-07,5.87460E-08
79,"pre1919rota",13.28306,42.00667,9.99999E-01,3.20890E-07,1.14865E-07,1.35012E-07,1.21135E-07,5.09431E-08
257,"post1981rota",13.28306,42.00667,1.00000E+00,1.13774E-07,1.37202E-08,1.36890E-08,1.22719E-08,3.84672E-09
64,"pre1919rota",13.28361,42.45028,9.99997E-01,9.06501E-07,4.04439E-07,5.78333E-07,7.34041E-07,6.31617E-07
242,"post1981rota",13.28361,42.45028,9.99999E-01,6.03215E-07,9.64380E-08,1.10265E-07,1.26350E-07,6.51197E-08
13,"pre1919rota",13.28972,42.63028,9.99998E-01,6.74941E-07,2.69926E-07,3.50587E-07,3.76575E-07,2.29444E-07
191,"post1981rota",13.28972,42.63028,1.00000E+00,3.19582E-07,4.45870E-08,4.77470E-08,4.86600E-08,1.97716E-08
125,"pre1919rota",13.29556,42.43806,9.99997E-01,9.23449E-07,4.18429E-07,6.06490E-07,7.87844E-07,7.11737E-07
303,"post1981rota",13.29556,42.43806,9.99999E-01,6.47764E-07,1.05510E-07,1.21725E-07,1.41722E-07,7.54279E-08
11,"pre1919rota",13.29694,42.77333,9.99999E-01,3.98949E-07,1.46292E-07,1.75779E-07,1.64224E-07,7.51067E-08
189,"post1981rota",13.29694,42.77333,1.00000E+00,1.49923E-07,1.86718E-08,1.89249E-08,1.74599E-08,5.80073E-09
153,"pre1919rota",13.30194,42.29056,9.99997E-01,8.77810E-07,3.83748E-07,5.39067E-07,6.63597E-07,5.35564E-07
331,"post1981rota",13.30194,42.29056,9.99999E-01,5.45963E-07,8.51481E-08,9.62022E-08,1.07912E-07,5.32516E-08
77,"pre1919rota",13.30194,42.52222,9.99997E-01,8.81730E-07,3.86429E-07,5.44024E-07,6.72229E-07,5.46833E-07
255,"post1981rota",13.30194,42.52222,9.99999E-01,5.52923E-07,8.64985E-08,9.78725E-08,1.10077E-07,5.46158E-08
84,"pre1919rota",13.33528,41.98917,9.99999E-01,3.16399E-07,1.13097E-07,1.32761E-07,1.18825E-07,4.97103E-08
262,"post1981rota",13.33528,41.98917,1.00000E+00,1.11802E-07,1.34562E-08,1.34127E-08,1.20027E-08,3.74824E-09
107,"pre1919rota",13.33917,42.29194,9.99997E-01,9.09550E-07,4.06823E-07,5.83025E-07,7.42799E-07,6.44238E-07
285,"post1981rota",13.33917,42.29194,9.99999E-01,6.10412E-07,9.78865E-08,1.12086E-07,1.28772E-07,6.67188E-08
148,"pre1919rota",13.34278,42.06639,9.99999E-01,4.35245E-07,1.61367E-07,1.95834E-07,1.86296E-07,8.83682E-08
326,"post1981rota",13.34278,42.06639,1.00000E+00,1.68073E-07,2.12358E-08,2.16739E-08,2.02488E-08,6.89729E-09
108,"pre1919rota",13.36222,42.09444,9.99999E-01,4.97309E-07,1.87874E-07,2.31908E-07,2.27521E-07,1.15147E-07
286,"post1981rota",13.36222,42.09444,1.00000E+00,2.01561E-07,2.61161E-08,2.69853E-08,2.57854E-08,9.20165E-09
72,"pre1919rota",13.36889,42.56139,9.99997E-01,8.85365E-07,3.88950E-07,5.48717E-07,6.80470E-07,5.57717E-07
250,"post1981rota",13.36889,42.56139,9.99999E-01,5.59580E-07,8.77959E-08,9.94804E-08,1.12167E-07,5.59406E-08
76,"pre1919rota",13.38500,41.96611,9.99999E-01,3.01319E-07,1.07190E-07,1.25270E-07,1.11194E-07,4.56856E-08
254,"post1981rota",13.38500,41.96611,1.00000E+00,1.05263E-07,1.25851E-08,1.25030E-08,1.11200E-08,3.42764E-09
109,"pre1919rota",13.39472,42.10889,9.99999E-01,5.45618E-07,2.09207E-07,2.61707E-07,2.62974E-07,1.39731E-07
287,"post1981rota",13.39472,42.10889,1.00000E+00,2.29946E-07,3.03772E-08,3.16833E-08,3.07894E-08,1.13630E-08
104,"pre1919rota",13.39917,42.35250,9.99996E-01,9.42071E-07,4.63321E-07,7.21311E-07,1.05828E-06,1.24018E-06
282,"post1981rota",13.39917,42.35250,9.99998E-01,8.89983E-07,1.59568E-07,1.92804E-07,2.43683E-07,1.53308E-07
73,"pre1919rota",13.41167,41.94111,9.99999E-01,2.76035E-07,9.73932E-08,1.12969E-07,9.88915E-08,3.94892E-08
251,"post1981rota",13.41167,41.94111,1.00000E+00,9.46386E-08,1.11927E-08,1.10610E-08,9.74298E-09,2.94517E-09
