asset_id,taxonomy,lon,lat,no_damage,DS1,DS2,DS3,DS4,DS5
28,"pre1919rota",12.80194,42.52722,9.99999E-01,2.57343E-07,9.08565E-08,1.05449E-07,9.24087E-08,3.69800E-08
206,"post1981rota",12.80194,42.52722,1.00000E+00,8.83575E-08,1.04586E-08,1.03396E-08,9.11422E-09,2.75903E-09
33,"pre1919rota",12.83333,42.52778,9.99999E-01,2.79910E-07,9.96078E-08,1.16446E-07,1.03422E-07,4.25474E-08
211,"post1981rota",12.83333,42.52778,1.00000E+00,9.78633E-08,1.17059E-08,1.16323E-08,1.03502E-08,3.19334E-09
6,"pre1919rota",12.84333,42.58611,9.99999E-01,2.71209E-07,9.62197E-08,1.12171E-07,9.91028E-08,4.03000E-08
184,"post1981rota",12.84333,42.58611,1.00000E+00,9.41430E-08,1.12134E-08,1.11194E-08,9.85482E-09,3.01488E-09
41,"pre1919rota",12.85722,42.51583,9.99999E-01,3.02159E-07,1.08348E-07,1.27557E-07,1.14786E-07,4.85821E-08
219,"post1981rota",12.85722,42.51583,1.00000E+00,1.07578E-07,1.30040E-08,1.29898E-08,1.16704E-08,3.67483E-09
40,"pre1919rota",12.86306,42.40500,9.99999E-01,3.29418E-07,1.19212E-07,1.41530E-07,1.29355E-07,5.65684E-08
218,"post1981rota",12.86306,42.40500,1.00000E+00,1.19893E-07,1.46735E-08,1.47470E-08,1.33982E-08,4.31694E-09
38,"pre1919rota",12.88917,42.50306,9.99999E-01,3.33558E-07,1.20877E-07,1.43687E-07,1.31632E-07,5.78410E-08
216,"post1981rota",12.88917,42.50306,1.00000E+00,1.21805E-07,1.49350E-08,1.50233E-08,1.36717E-08,4.41976E-09
19,"pre1919rota",12.90500,42.46861,9.99999E-01,3.59477E-07,1.31392E-07,1.57413E-07,1.46282E-07,6.61855E-08
197,"post1981rota",12.90500,42.46861,1.00000E+00,1.34029E-07,1.66217E-08,1.68126E-08,1.54540E-08,5.09708E-09
42,"pre1919rota",12.92778,42.27722,9.99999E-01,3.71456E-07,1.36307E-07,1.63886E-07,1.53291E-07,7.02702E-08
220,"post1981rota",12.92778,42.27722,1.00000E+00,1.39833E-07,1.74311E-08,1.76753E-08,1.63201E-08,5.43057E-09
4,"pre1919rota",12.93444,42.71194,9.99999E-01,2.76141E-07,9.81382E-08,1.14589E-07,1.01543E-07,4.15663E-08
182,"post1981rota",12.93444,42.71194,1.00000E+00,9.62465E-08,1.14916E-08,1.14089E-08,1.01342E-08,3.11537E-09
22,"pre1919rota",12.94889,42.38778,9.99999E-01,4.19469E-07,1.56361E-07,1.90690E-07,1.83031E-07,8.84889E-08
200,"post1981rota",12.94889,42.38778,1.00000E+00,1.64232E-07,2.09029E-08,2.14112E-08,2.01364E-08,6.95514E-09
2,"pre1919rota",12.95417,42.65361,9.99999E-01,3.25769E-07,1.17747E-07,1.39636E-07,1.27362E-07,5.54599E-08
180,"post1981rota",12.95417,42.65361,1.00000E+00,1.18218E-07,1.44448E-08,1.45056E-08,1.31596E-08,4.22750E-09
29,"pre1919rota",12.96472,42.56500,9.99999E-01,3.84038E-07,1.41507E-07,1.70775E-07,1.60820E-07,7.47236E-08
207,"post1981rota",12.96472,42.56500,1.00000E+00,1.46038E-07,1.83025E-08,1.86068E-08,1.72599E-08,5.79555E-09
20,"pre1919rota",12.96500,42.21583,9.99999E-01,3.75099E-07,1.37808E-07,1.65871E-07,1.55453E-07,7.15422E-08
198,"post1981rota",12.96500,42.21583,1.00000E+00,1.41617E-07,1.76811E-08,1.79422E-08,1.65889E-08,5.53467E-09
30,"pre1919rota",12.96694,42.27389,9.99999E-01,4.10798E-07,1.52696E-07,1.85744E-07,1.77453E-07,8.49449E-08
208,"post1981rota",12.96694,42.27389,1.00000E+00,1.59677E-07,2.02457E-08,2.06990E-08,1.93996E-08,6.65237E-09
26,"pre1919rota",12.98694,42.32417,9.99999E-01,4.55154E-07,1.71655E-07,2.11561E-07,2.06982E-07,1.04153E-07
204,"post1981rota",12.98694,42.32417,1.00000E+00,1.83655E-07,2.37424E-08,2.45057E-08,2.33695E-08,8.30592E-09
15,"pre1919rota",12.99722,42.19722,9.99999E-01,3.92217E-07,1.44908E-07,1.75304E-07,1.65809E-07,7.77114E-08
193,"post1981rota",12.99722,42.19722,1.00000E+00,1.50134E-07,1.88811E-08,1.92268E-08,1.78880E-08,6.04121E-09
35,"pre1919rota",12.99861,42.19167,9.99999E-01,3.89195E-07,1.43649E-07,1.73626E-07,1.63957E-07,7.65988E-08
213,"post1981rota",12.99861,42.19167,1.00000E+00,1.48615E-07,1.86662E-08,1.89964E-08,1.76543E-08,5.94965E-09
1,"pre1919rota",13.01361,42.72056,9.99999E-01,3.22292E-07,1.16355E-07,1.37838E-07,1.25476E-07,5.44153E-08
179,"post1981rota",13.01361,42.72056,1.00000E+00,1.16629E-07,1.42284E-08,1.42773E-08,1.29344E-08,4.14330E-09
43,"pre1919rota",13.02028,42.24056,9.99999E-01,4.48960E-07,1.68975E-07,2.07877E-07,2.02706E-07,1.01304E-07
221,"post1981rota",13.02028,42.24056,1.00000E+00,1.80203E-07,2.32334E-08,2.39488E-08,2.27841E-08,8.05874E-09
21,"pre1919rota",13.02306,42.39472,9.99999E-01,5.13799E-07,1.97586E-07,2.47820E-07,2.50191E-07,1.34196E-07
199,"post1981rota",13.02306,42.39472,1.00000E+00,2.18234E-07,2.89392E-08,3.02385E-08,2.94810E-08,1.09497E-08
5,"pre1919rota",13.03944,42.88028,1.00000E+00,2.14982E-07,7.47345E-08,8.55102E-08,7.29799E-08,2.76728E-08
183,"post1981rota",13.03944,42.88028,1.00000E+00,7.13073E-08,8.26982E-09,8.09493E-09,7.00761E-09,2.04598E-09
25,"pre1919rota",13.03972,42.17722,9.99999E-01,4.15006E-07,1.54472E-07,1.88138E-07,1.80148E-07,8.66523E-08
203,"post1981rota",13.03972,42.17722,1.00000E+00,1.61880E-07,2.05630E-08,2.10427E-08,1.97548E-08,6.79810E-09
31,"pre1919rota",13.04611,42.22750,9.99999E-01,4.67161E-07,1.76881E-07,2.18779E-07,2.15422E-07,1.09842E-07
209,"post1981rota",13.04611,42.22750,1.00000E+00,1.90452E-07,2.47498E-08,2.56101E-08,2.45350E-08,8.80137E-09
24,"pre1919rota",13.04861,42.13833,9.99999E-01,3.85276E-07,1.42021E-07,1.71458E-07,1.61571E-07,7.51714E-08
202,"post1981rota",13.04861,42.13833,1.00000E+00,1.46655E-07,1.83895E-08,1.87000E-08,1.73541E-08,5.83233E-09
32,"pre1919rota",13.05556,42.45222,9.99999E-01,5.45345E-07,2.11982E-07,2.68443E-07,2.75689E-07,1.53106E-07
210,"post1981rota",13.05556,42.45222,1.00000E+00,2.38448E-07,3.20628E-08,3.37277E-08,3.32819E-08,1.26636E-08
18,"pre1919rota",13.05972,42.40750,9.99998E-01,5.64866E-07,2.21062E-07,2.81638E-07,2.92369E-07,1.66066E-07
196,"post1981rota",13.05972,42.40750,1.00000E+00,2.51639E-07,3.41386E-08,3.60671E-08,3.58717E-08,1.38738E-08
37,"pre1919rota",13.06861,42.29611,9.99999E-01,5.48420E-07,2.13403E-07,2.70499E-07,2.78269E-07,1.55087E-07
215,"post1981rota",13.06861,42.29611,1.00000E+00,2.40491E-07,3.23827E-08,3.40874E-08,3.36786E-08,1.28477E-08
34,"pre1919rota",13.07000,42.15833,9.99999E-01,4.23697E-07,1.58155E-07,1.93118E-07,1.85783E-07,9.02526E-08
212,"post1981rota",13.07000,42.15833,1.00000E+00,1.66475E-07,2.12278E-08,2.17638E-08,2.05024E-08,7.10621E-09
14,"pre1919rota",13.07944,42.41806,9.99998E-01,5.92073E-07,2.33956E-07,3.00639E-07,3.16891E-07,1.85769E-07
