asset_id,taxonomy,lon,lat,no_damage,DS1,DS2,DS3,DS4,DS5
28,"pre1919rota",12.80194,42.52722,9.99999E-01,3.06176E-07,1.04296E-07,1.17111E-07,9.64844E-08,3.39841E-08
206,"post1981rota",12.80194,42.52722,1.00000E+00,9.72055E-08,1.09723E-08,1.05983E-08,8.95290E-09,2.48615E-09
33,"pre1919rota",12.83333,42.52778,9.99999E-01,3.21164E-07,1.09768E-07,1.23643E-07,1.02478E-07,3.65667E-08
211,"post1981rota",12.83333,42.52778,1.00000E+00,1.02703E-07,1.16462E-08,1.12751E-08,9.56528E-09,2.68013E-09
6,"pre1919rota",12.84333,42.58611,9.99999E-01,2.93576E-07,9.97157E-08,1.11665E-07,9.15196E-08,3.18673E-08
184,"post1981rota",12.84333,42.58611,1.00000E+00,9.26270E-08,1.04137E-08,1.00387E-08,8.44835E-09,2.32736E-09
41,"pre1919rota",12.85722,42.51583,9.99999E-01,3.40480E-07,1.16860E-07,1.32147E-07,1.10341E-07,3.99993E-08
219,"post1981rota",12.85722,42.51583,1.00000E+00,1.09871E-07,1.25300E-08,1.21649E-08,1.03741E-08,2.93835E-09
40,"pre1919rota",12.86306,42.40500,9.99999E-01,4.18362E-07,1.45893E-07,1.67425E-07,1.43704E-07,5.51560E-08
218,"post1981rota",12.86306,42.40500,1.00000E+00,1.39772E-07,1.62812E-08,1.59716E-08,1.38820E-08,4.08673E-09
38,"pre1919rota",12.88917,42.50306,9.99999E-01,3.66240E-07,1.26384E-07,1.43636E-07,1.21071E-07,4.47611E-08
216,"post1981rota",12.88917,42.50306,1.00000E+00,1.19575E-07,1.37356E-08,1.33827E-08,1.14874E-08,3.29732E-09
19,"pre1919rota",12.90500,42.46861,9.99999E-01,3.99433E-07,1.38770E-07,1.58697E-07,1.35327E-07,5.12366E-08
197,"post1981rota",12.90500,42.46861,1.00000E+00,1.32337E-07,1.53374E-08,1.50084E-08,1.29856E-08,3.78750E-09
42,"pre1919rota",12.92778,42.27722,9.99999E-01,5.74972E-07,2.06425E-07,2.43316E-07,2.19507E-07,9.35039E-08
220,"post1981rota",12.92778,42.27722,1.00000E+00,2.05416E-07,2.48827E-08,2.48830E-08,2.24042E-08,7.08979E-09
4,"pre1919rota",12.93444,42.71194,9.99999E-01,2.57710E-07,8.67904E-08,9.64221E-08,7.78479E-08,2.62696E-08
182,"post1981rota",12.93444,42.71194,1.00000E+00,7.98882E-08,8.88062E-09,8.51336E-09,7.09166E-09,1.91310E-09
22,"pre1919rota",12.94889,42.38778,9.99999E-01,4.96314E-07,1.75665E-07,2.04369E-07,1.79955E-07,7.28657E-08
200,"post1981rota",12.94889,42.38778,1.00000E+00,1.71498E-07,2.03796E-08,2.01892E-08,1.78670E-08,5.45771E-09
2,"pre1919rota",12.95417,42.65361,9.99999E-01,2.98866E-07,1.01636E-07,1.13947E-07,9.35959E-08,3.27500E-08
180,"post1981rota",12.95417,42.65361,1.00000E+00,9.45444E-08,1.06473E-08,1.02726E-08,8.65905E-09,2.39355E-09
29,"pre1919rota",12.96472,42.56500,9.99999E-01,3.64205E-07,1.25629E-07,1.42723E-07,1.20214E-07,4.43773E-08
207,"post1981rota",12.96472,42.56500,1.00000E+00,1.18802E-07,1.36392E-08,1.32852E-08,1.13980E-08,3.26836E-09
20,"pre1919rota",12.96500,42.21583,9.99998E-01,6.70850E-07,2.44923E-07,2.93151E-07,2.72007E-07,1.22763E-07
198,"post1981rota",12.96500,42.21583,1.00000E+00,2.49539E-07,3.09101E-08,3.12486E-08,2.86978E-08,9.45018E-09
30,"pre1919rota",12.96694,42.27389,9.99999E-01,6.20951E-07,2.24746E-07,2.66881E-07,2.44066E-07,1.06923E-07
208,"post1981rota",12.96694,42.27389,1.00000E+00,2.26170E-07,2.76940E-08,2.78405E-08,2.53085E-08,8.16525E-09
26,"pre1919rota",12.98694,42.32417,9.99999E-01,5.92682E-07,2.13451E-07,2.52319E-07,2.28827E-07,9.85207E-08
204,"post1981rota",12.98694,42.32417,1.00000E+00,2.13315E-07,2.59466E-08,2.59991E-08,2.34947E-08,7.48927E-09
15,"pre1919rota",12.99722,42.19722,9.99998E-01,7.31031E-07,2.69671E-07,3.25823E-07,3.07565E-07,1.43870E-07
193,"post1981rota",12.99722,42.19722,1.00000E+00,2.78986E-07,3.50395E-08,3.56637E-08,3.31597E-08,1.11990E-08
35,"pre1919rota",12.99861,42.19167,9.99998E-01,7.37986E-07,2.72561E-07,3.29671E-07,3.11812E-07,1.46462E-07
213,"post1981rota",12.99861,42.19167,1.00000E+00,2.82484E-07,3.55357E-08,3.61971E-08,3.37040E-08,1.14167E-08
1,"pre1919rota",13.01361,42.72056,9.99999E-01,2.77131E-07,9.37683E-08,1.04628E-07,8.51648E-08,2.92201E-08
179,"post1981rota",13.01361,42.72056,1.00000E+00,8.67308E-08,9.70009E-09,9.32658E-09,7.81131E-09,2.13028E-09
43,"pre1919rota",13.02028,42.24056,9.99998E-01,7.20198E-07,2.65183E-07,3.19860E-07,3.01007E-07,1.39889E-07
221,"post1981rota",13.02028,42.24056,1.00000E+00,2.73576E-07,3.42742E-08,3.48418E-08,3.23226E-08,1.08654E-08
21,"pre1919rota",13.02306,42.39472,9.99999E-01,5.52962E-07,1.97744E-07,2.32248E-07,2.08139E-07,8.74625E-08
199,"post1981rota",13.02306,42.39472,1.00000E+00,1.95736E-07,2.35865E-08,2.35269E-08,2.10850E-08,6.61012E-09
5,"pre1919rota",13.03944,42.88028,1.00000E+00,1.97213E-07,6.53668E-08,7.15507E-08,5.61680E-08,1.78856E-08
183,"post1981rota",13.03944,42.88028,1.00000E+00,5.92233E-08,6.44792E-09,6.11856E-09,5.00213E-09,1.29899E-09
25,"pre1919rota",13.03972,42.17722,9.99998E-01,8.13963E-07,3.04553E-07,3.72723E-07,3.60138E-07,1.76793E-07
203,"post1981rota",13.03972,42.17722,1.00000E+00,3.21989E-07,4.12106E-08,4.23317E-08,4.00232E-08,1.39848E-08
31,"pre1919rota",13.04611,42.22750,9.99998E-01,7.70261E-07,2.86056E-07,3.47728E-07,3.31901E-07,1.58887E-07
209,"post1981rota",13.04611,42.22750,1.00000E+00,2.98970E-07,3.78882E-08,3.87327E-08,3.63031E-08,1.24640E-08
24,"pre1919rota",13.04861,42.13833,9.99998E-01,8.64421E-07,3.26244E-07,4.02396E-07,3.94323E-07,1.99239E-07
202,"post1981rota",13.04861,42.13833,1.00000E+00,3.49660E-07,4.52650E-08,4.67540E-08,4.46484E-08,1.59177E-08
32,"pre1919rota",13.05556,42.45222,9.99999E-01,5.22164E-07,1.85694E-07,2.16983E-07,1.92627E-07,7.93601E-08
210,"post1981rota",13.05556,42.45222,1.00000E+00,1.82440E-07,2.18204E-08,2.16855E-08,1.93045E-08,5.96927E-09
18,"pre1919rota",13.05972,42.40750,9.99999E-01,5.73303E-07,2.05764E-07,2.42472E-07,2.18636E-07,9.30382E-08
