4.0	0.002553510389447954	0.002553510389447954	0.002553510389447954	0.002553510389447954
4.1	0.002553510389447954	0.002553510389447954	0.002553510389447954	0.002553510389447954
4.2	0.002553510389447954	0.002553510389447954	0.002553510389447954	0.002553510389447954
4.3	0.002553510389447954	0.002553510389447954	0.002553510389447954	0.002553510389447954
4.4	0.002553510389447954	0.002553510389447954	0.002553510389447954	0.002553510389447954
4.5	0.002553510389447954	0.002553510389447954	0.002553510389447954	0.002553510389447954
4.6	0.002553510389447954	0.002553510389447954	0.002553510389447954	0.002553510389447954
4.7	0.002553510389447954	0.002553510389447954	0.002553510389447954	0.002553510389447954
4.8	0.002553510389447954	0.002553510389447954	0.002553510389447954	0.002553510389447954
4.9	0.002553510389447954	0.002553510389447954	0.002553510389447954	0.002553510389447954
5.0	0.002553510389447954	0.002553510389447954	0.002553510389447954	0.002553510389447954
5.1	0.002138637464068045	0.002138637464068045	0.002138637464068045	0.002138637464068045
5.2	0.0017715030408457675	0.0017715030408457675	0.0017715030408457675	0.0017715030408457675
5.3	0.0013556450132897447	0.0013556450132897447	0.0013556450132897447	0.0013556450132897447
5.4	0.0012084425445344493	0.0012084425445344493	0.0012084425445344493	0.0012084425445344493
5.5	0.0011042311773282018	0.0011042311773282018	0.0011042311773282018	0.0011042311773282018
5.6	0.0008829031830324899	0.0008829031830324899	0.0008829031830324899	0.0008829031830324899
5.7	0.0007523296659259511	0.0007523296659259511	0.0007523296659259511	0.0007523296659259511
5.8	0.0006598906949381668	0.0006598906949381668	0.0006598906949381668	0.0006598906949381668
5.9	0.000600993093096918	0.000600993093096918	0.000600993093096918	0.000600993093096918
6.0	0.0005407650913035833	0.0005407650913035833	0.0005407650913035833	0.0005407650913035833
6.1	0.0004948470728727678	0.0004948470728727678	0.0004948470728727678	0.0004948470728727678
6.2	0.00047162745317607546	0.00047162745317607546	0.00047162745317607546	0.00047162745317607546
6.300000000000001	0.0003699690652629397	0.0003699690652629397	0.0003699690652629397	0.0003699690652629397
6.4	0.0003106969490288936	0.0003106969490288936	0.0003106969490288936	0.0003106969490288936
6.5	0.0002881471558828415	0.0002881471558828415	0.0002881471558828415	0.0002881471558828415
6.6	0.000267017471458452	0.000267017471458452	0.000267017471458452	0.000267017471458452
6.7	0.0002425892649435397	0.0002425892649435397	0.0002425892649435397	0.0002425892649435397
6.800000000000001	0.00016027658863697884	0.00016027658863697884	0.00016027658863697884	0.00016027658863697884
6.9	9.36152159694424e-05	9.36152159694424e-05	9.36152159694424e-05	9.36152159694424e-05
7.0	5.064914601940125e-05	5.064914601940125e-05	5.064914601940125e-05	5.064914601940125e-05
7.1	0.0	0.0	0.0	0.0
7.2	0.0	0.0	0.0	0.0
7.300000000000001	0.0	0.0	0.0	0.0
7.4	0.0	0.0	0.0	0.0
7.5	0.0	0.0	0.0	0.0
7.6	0.0	0.0	0.0	0.0
7.7	0.0	0.0	0.0	0.0
7.800000000000001	0.0	0.0	0.0	0.0
7.9	0.0	0.0	0.0	0.0
8.0	0.0	0.0	0.0	0.0
8.100000000000001	0.0	0.0	0.0	0.0
8.2	0.0	0.0	0.0	0.0
8.3	0.0	0.0	0.0	0.0
8.4	0.0	0.0	0.0	0.0
8.5	0.0	0.0	0.0	0.0
8.600000000000001	0.0	0.0	0.0	0.0
8.7	0.0	0.0	0.0	0.0
8.8	0.0	0.0	0.0	0.0
8.9	0.0	0.0	0.0	0.0
9.0	0.0	0.0	0.0	0.0
9.100000000000001	0.0	0.0	0.0	0.0
9.2	0.0	0.0	0.0	0.0
9.3	0.0	0.0	0.0	0.0
9.4	0.0	0.0	0.0	0.0
9.5	0.0	0.0	0.0	0.0
9.600000000000001	0.0	0.0	0.0	0.0
9.7	0.0	0.0	0.0	0.0
9.8	0.0	0.0	0.0	0.0
9.9	0.0	0.0	0.0	0.0
