MiddleAternoValley_1	31.9	33.6	25.6	0.0	1.3	2.0	5.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MiddleAternoValley_2	22.9	54.4	20.5	0.0	0.5	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MiddleAternoValley_3	56.8	22.3	16.1	0.0	0.4	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0.0	3.5
MtMarsicano_1	5.8	4.2	14.7	7.9	19.4	22.5	25.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MtMarsicano_2	47.0	16.2	1.4	0.6	3.2	3.2	3.5	0.0	0.0	0.0	0.0	0.0	0.0	24.7
MtMarsicano_3	36.8	14.5	0.7	0.0	1.2	1.4	1.4	0.0	0.0	0.0	0.0	0.0	0.0	43.9
MtPizzalto_1	44.7	15.5	8.1	5.0	2.5	16.1	7.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MtVelino_1	9.7	6.5	3.2	3.2	9.7	19.4	45.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MtVelino_2	7.6	6.1	8.4	6.9	16.0	18.3	35.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MtVelino_3	34.0	26.5	2.0	2.7	6.8	8.8	18.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MtVettore_1	44.8	22.3	9.3	9.3	9.0	4.9	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MtVettore_2	31.6	15.8	7.8	4.9	6.0	1.9	0.1	0.0	0.0	0.0	0.0	0.0	0.0	31.9
MtVettore_3	29.3	17.6	11.4	7.6	6.8	2.5	0.7	0.0	0.0	0.0	0.0	0.0	0.0	24.0
MtVettore_4	32.4	12.4	10.2	8.1	7.5	2.9	1.5	0.0	0.0	0.0	0.0	0.0	0.0	24.9
Ocre_1	22.3	25.5	11.6	9.2	10.8	11.6	8.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PaganicaSanDemetrioNeVestini_1	2.9	9.6	10.9	11.9	18.6	22.8	22.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PaganicaSanDemetrioNeVestini_2	1.6	4.2	4.7	7.3	17.8	27.7	36.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PaganicaSanDemetrioNeVestini_3	3.3	3.3	6.6	1.6	13.1	27.9	42.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0
